"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.151267498677329 0.151267498677329
94 "140" "143" "90" "150" "13" 152 0.110627964474283 0.110627964474283
94 "140" "90" "150" "13" "152" 143 0.1521062409433 0.1521062409433
94 "140" "90" "150" "152" "13" 143 0.0367671078451876 0.0367671078451876
94 "140" "90" "150" "143" "13" 152 0.00223720344529238 0.00223720344529238
94 "140" "143" "90" "13" "150" 152 0.0160484638733803 0.0160484638733803
94 "140" "143" "90" "152" "13" 150 0.00803863571887155 0.00803863571887155
94 "140" "90" "143" "13" "150" 152 0.0189746392937455 0.0189746392937455
94 "140" "90" "143" "13" "152" 150 0.00586844514239551 0.00586844514239551
94 "140" "143" "90" "152" "150" 13 0.00138978377850825 0.00138978377850825
94 "140" "143" "90" "13" "152" 150 0.00496344243506608 0.00496344243506608
94 "140" "90" "150" "143" "152" 13 0.000260237548983354 0.000260237548983354
94 "140" "90" "150" "152" "143" 13 0.000382326944663996 0.000382326944663996
94 "140" "90" "150" "13" "143" 152 0.00148638020465766 0.00148638020465766
94 "140" "143" "90" "150" "152" 13 0.0267575767732513 0.0267575767732513
94 "140" "90" "143" "150" "152" 13 0.036587057606915 0.036587057606915
