"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.149714634202647 0.149714634202647
94 "140" "143" "90" "150" "13" 152 0.114689728049503 0.114689728049503
94 "140" "90" "150" "13" "152" 143 0.152490491868958 0.152490491868958
94 "140" "90" "150" "152" "13" 143 0.0216706405977742 0.0216706405977742
94 "140" "90" "150" "143" "13" 152 0.0133355064288229 0.0133355064288229
94 "140" "143" "90" "13" "150" 152 0.0196560330677739 0.0196560330677739
94 "140" "143" "90" "152" "13" 150 0.00106186758494562 0.00106186758494562
94 "140" "90" "143" "13" "150" 152 0.0297728793664464 0.0297728793664464
94 "140" "90" "143" "13" "152" 150 0.0168314016518855 0.0168314016518855
94 "140" "143" "90" "152" "150" 13 0.000133010553437865 0.000133010553437865
94 "140" "143" "90" "13" "152" 150 0.0111120789956008 0.0111120789956008
94 "140" "90" "150" "143" "152" 13 0.00108054498731569 0.00108054498731569
94 "140" "90" "150" "152" "143" 13 0.000121065031272481 0.000121065031272481
94 "140" "90" "150" "13" "143" 152 0.0131264709117967 0.0131264709117967
94 "140" "143" "90" "150" "152" 13 0.0197340625186392 0.0197340625186392
94 "140" "90" "143" "150" "152" 13 0.0257606151968117 0.0257606151968117
