"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.169640615190236 0.169640615190236
94 "140" "143" "90" "150" "13" 152 0.183371320342941 0.183371320342941
94 "140" "90" "150" "13" "152" 143 0.14882629372024 0.14882629372024
94 "140" "90" "150" "152" "13" 143 0.0120222106124563 0.0120222106124563
94 "140" "90" "150" "143" "13" 152 0.000943975510586994 0.000943975510586994
94 "140" "143" "90" "13" "150" 152 0.0113922408116643 0.0113922408116643
94 "140" "143" "90" "152" "13" 150 0.0017251149335774 0.0017251149335774
94 "140" "90" "143" "13" "150" 152 0.0321222082105653 0.0321222082105653
94 "140" "90" "143" "152" "13" 150 0.0146413379965284 0.0146413379965284
94 "140" "90" "143" "152" "150" 13 0.000415947102174102 0.000415947102174102
94 "140" "90" "143" "13" "152" 150 0.0108986063571561 0.0108986063571561
94 "140" "143" "90" "152" "150" 13 4.90089469766308e-05 4.90089469766308e-05
94 "140" "143" "90" "13" "152" 150 0.00386522456110039 0.00386522456110039
94 "140" "90" "150" "143" "152" 13 0.0002333658834636 0.0002333658834636
94 "140" "90" "150" "152" "143" 13 4.55386765623343e-05 4.55386765623343e-05
94 "140" "90" "150" "13" "143" 152 0.00628843494592564 0.00628843494592564
94 "140" "143" "90" "150" "152" 13 0.0142660799507791 0.0142660799507791
94 "140" "90" "143" "150" "152" 13 0.01319784672258 0.01319784672258
