"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.193743542016126 0.193743542016126
94 "143" "90" "150" "13" "152" 140 0.0968087140737218 0.0968087140737218
94 "140" "143" "90" "150" "13" 152 0.141383392769889 0.141383392769889
94 "140" "90" "150" "13" "152" 143 0.157279571306463 0.157279571306463
94 "140" "90" "150" "152" "13" 143 0.0202191530045251 0.0202191530045251
94 "140" "90" "150" "143" "13" 152 0.00696139738688559 0.00696139738688559
94 "140" "143" "90" "13" "150" 152 0.0191892314289869 0.0191892314289869
94 "143" "90" "150" "152" "13" 140 0.0125673291906991 0.0125673291906991
94 "143" "90" "150" "140" "152" 13 0.00369312456124589 0.00369312456124589
94 "140" "90" "143" "13" "150" 152 0.0137709779938414 0.0137709779938414
94 "140" "90" "143" "152" "13" 150 0.00238763238620474 0.00238763238620474
94 "140" "90" "143" "152" "150" 13 0.000606647855702369 0.000606647855702369
94 "140" "90" "143" "13" "152" 150 0.00376694913732881 0.00376694913732881
94 "143" "90" "150" "140" "13" 152 0.0032173232374044 0.0032173232374044
94 "143" "90" "150" "152" "140" 13 0.000266359578222909 0.000266359578222909
94 "140" "143" "90" "13" "152" 150 0.00524907227429687 0.00524907227429687
94 "140" "90" "150" "143" "152" 13 0.00184036942411918 0.00184036942411918
94 "140" "90" "150" "152" "143" 13 0.00178526402298682 0.00178526402298682
94 "140" "90" "150" "13" "143" 152 0.0143548815081296 0.0143548815081296
94 "140" "143" "90" "150" "152" 13 0.0181260759961396 0.0181260759961396
94 "143" "90" "150" "13" "140" 152 0.00329405832386955 0.00329405832386955
94 "140" "90" "143" "150" "152" 13 0.024838915643093 0.024838915643093
