"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.138806878356848 0.138806878356848
94 "140" "143" "90" "150" "13" 152 0.208569067813255 0.208569067813255
94 "140" "90" "150" "13" "152" 143 0.124776174697485 0.124776174697485
94 "140" "90" "150" "152" "13" 143 0.0138682682675313 0.0138682682675313
94 "140" "90" "150" "143" "13" 152 0.00520445460995838 0.00520445460995838
94 "140" "143" "90" "13" "150" 152 0.0317919957959533 0.0317919957959533
94 "140" "143" "90" "152" "13" 150 0.0184373450345541 0.0184373450345541
94 "140" "90" "143" "13" "150" 152 0.0243361205207119 0.0243361205207119
94 "140" "90" "143" "13" "152" 150 0.00999231438598766 0.00999231438598766
94 "140" "143" "90" "152" "150" 13 0.00194704721270076 0.00194704721270076
94 "140" "143" "90" "13" "152" 150 0.0130536671480073 0.0130536671480073
94 "140" "90" "150" "143" "152" 13 0.00119628459044067 0.00119628459044067
94 "140" "90" "150" "13" "143" 152 0.010439440910945 0.010439440910945
94 "140" "143" "90" "150" "152" 13 0.0238130038054504 0.0238130038054504
94 "140" "90" "143" "150" "152" 13 0.0158480294186952 0.0158480294186952
