"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.153452701209836 0.153452701209836
94 "140" "143" "90" "150" "13" 152 0.197389261394812 0.197389261394812
94 "140" "90" "150" "13" "152" 143 0.13157141835348 0.13157141835348
94 "140" "90" "150" "152" "13" 143 0.0174015329593885 0.0174015329593885
94 "140" "90" "150" "143" "13" 152 0.00801217943324364 0.00801217943324364
94 "140" "143" "90" "13" "150" 152 0.0289328643519567 0.0289328643519567
94 "140" "143" "90" "152" "13" 150 0.000430898198464798 0.000430898198464798
94 "140" "90" "143" "13" "150" 152 0.0491265946732 0.0491265946732
94 "140" "90" "143" "152" "13" 150 0.00042803671755933 0.00042803671755933
94 "140" "90" "143" "152" "150" 13 5.76384983909914e-05 5.76384983909914e-05
94 "140" "90" "143" "13" "152" 150 0.0222676620714972 0.0222676620714972
94 "140" "143" "90" "152" "150" 13 5.80238192193216e-05 5.80238192193216e-05
94 "140" "143" "90" "13" "152" 150 0.0131144291688776 0.0131144291688776
94 "140" "90" "150" "143" "152" 13 0.00170594251090594 0.00170594251090594
94 "140" "90" "150" "152" "143" 13 3.39211168798996e-05 3.39211168798996e-05
94 "140" "90" "150" "13" "143" 152 0.00962717695269364 0.00962717695269364
94 "140" "143" "90" "150" "152" 13 0.0275148667398829 0.0275148667398829
94 "140" "90" "143" "150" "152" 13 0.0213903765322801 0.0213903765322801
