"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.125534188488776 0.125534188488776
94 "140" "143" "90" "150" "13" 152 0.167385125903668 0.167385125903668
94 "140" "90" "150" "13" "152" 143 0.113931380212846 0.113931380212846
94 "140" "90" "150" "152" "13" 143 0.0136245574187969 0.0136245574187969
94 "140" "90" "150" "143" "13" 152 0.00471138152167687 0.00471138152167687
94 "140" "143" "90" "13" "150" 152 0.023063634956226 0.023063634956226
94 "140" "143" "90" "152" "13" 150 0.0148105999895735 0.0148105999895735
94 "140" "90" "143" "13" "150" 152 0.0216695093792304 0.0216695093792304
94 "140" "90" "143" "13" "152" 150 0.0133432939527281 0.0133432939527281
94 "140" "143" "90" "152" "150" 13 0.00133773161196147 0.00133773161196147
94 "140" "143" "90" "13" "152" 150 0.0142017456627008 0.0142017456627008
94 "140" "90" "150" "143" "152" 13 0.00161430585133598 0.00161430585133598
94 "140" "90" "150" "13" "143" 152 0.00966281922909739 0.00966281922909739
94 "140" "143" "90" "150" "152" 13 0.0197698967602757 0.0197698967602757
94 "140" "90" "143" "150" "152" 13 0.0148268726561547 0.0148268726561547
