"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.139511065479186 0.139511065479186
94 "140" "143" "90" "150" "13" 152 0.186503902712519 0.186503902712519
94 "140" "90" "150" "13" "152" 143 0.11543194208814 0.11543194208814
94 "140" "90" "150" "152" "13" 143 0.0137309481482192 0.0137309481482192
94 "140" "90" "150" "143" "13" 152 0.0079245814732345 0.0079245814732345
94 "140" "143" "90" "13" "150" 152 0.0243899498573387 0.0243899498573387
94 "140" "143" "90" "152" "13" 150 0.0174413397037764 0.0174413397037764
94 "140" "90" "143" "13" "150" 152 0.0254699449096176 0.0254699449096176
94 "140" "90" "143" "13" "152" 150 0.0158110527579027 0.0158110527579027
94 "140" "143" "90" "152" "150" 13 0.00184186561526949 0.00184186561526949
94 "140" "143" "90" "13" "152" 150 0.0151406210467054 0.0151406210467054
94 "140" "90" "150" "143" "152" 13 0.0025608698399511 0.0025608698399511
94 "140" "90" "150" "13" "143" 152 0.00989416646469769 0.00989416646469769
94 "140" "143" "90" "150" "152" 13 0.0236830352650817 0.0236830352650817
94 "140" "90" "143" "150" "152" 13 0.0177156908544999 0.0177156908544999
