"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.199406574688097 0.199406574688097
94 "140" "90" "143" "150" "13" 152 0.108989328900654 0.108989328900654
94 "140" "90" "143" "13" "150" 152 0.0184468739638153 0.0184468739638153
94 "140" "143" "90" "13" "150" 152 0.0259035274451169 0.0259035274451169
94 "140" "143" "90" "152" "13" 150 0.0196216069493087 0.0196216069493087
94 "140" "143" "90" "152" "150" 13 0.00192368695581458 0.00192368695581458
94 "140" "143" "90" "13" "152" 150 0.016661565391834 0.016661565391834
94 "140" "90" "143" "13" "152" 150 0.0118653259666752 0.0118653259666752
94 "140" "90" "143" "150" "152" 13 0.0130787194680784 0.0130787194680784
94 "140" "143" "90" "150" "152" 13 0.0239287889625716 0.0239287889625716
