"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
143 "90" "150" "13" "152" "140" 94 0.235101287355069 0.235101287355069
143 "94" "140" "90" "150" "13" 152 0.230119994190433 0.230119994190433
143 "94" "140" "90" "13" "150" 152 0.0134915772496354 0.0134915772496354
143 "94" "140" "90" "152" "13" 150 0.00248263002581955 0.00248263002581955
143 "90" "150" "13" "94" "140" 152 0.00192789699981534 0.00192789699981534
143 "90" "150" "13" "94" "152" 140 6.05305180475773e-06 6.05305180475773e-06
143 "94" "140" "90" "152" "150" 13 0.00016550866838797 0.00016550866838797
143 "94" "140" "90" "13" "152" 150 0.0046040371607827 0.0046040371607827
143 "94" "140" "90" "150" "152" 13 0.0192463995141089 0.0192463995141089
143 "90" "150" "13" "152" "94" 140 0.0477389076943699 0.0477389076943699
