"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.194695214714194 0.194695214714194
94 "140" "90" "143" "150" "13" 152 0.104344184596885 0.104344184596885
94 "140" "90" "143" "13" "150" 152 0.0223990269521569 0.0223990269521569
94 "140" "143" "90" "13" "150" 152 0.0339960063541257 0.0339960063541257
94 "140" "143" "90" "152" "13" 150 0.0169470540718278 0.0169470540718278
94 "140" "143" "90" "152" "150" 13 0.00169110730653059 0.00169110730653059
94 "140" "143" "90" "13" "152" 150 0.0144632132296061 0.0144632132296061
94 "140" "90" "143" "13" "152" 150 0.0095294105892948 0.0095294105892948
94 "140" "90" "143" "150" "152" 13 0.0122757864231629 0.0122757864231629
94 "140" "143" "90" "150" "152" 13 0.0229053193781404 0.0229053193781404
