"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.171363719262403 0.171363719262403
94 "140" "143" "90" "150" "13" 152 0.170854073725487 0.170854073725487
94 "140" "90" "150" "13" "152" 143 0.138339944187759 0.138339944187759
94 "140" "90" "150" "152" "13" 143 0.0110360711640408 0.0110360711640408
94 "140" "90" "150" "143" "13" 152 0.00131140119004337 0.00131140119004337
94 "140" "143" "90" "13" "150" 152 0.00995765293622337 0.00995765293622337
94 "140" "143" "90" "152" "13" 150 0.000947623882357299 0.000947623882357299
94 "140" "90" "143" "13" "150" 152 0.0330654462481572 0.0330654462481572
94 "140" "90" "143" "13" "152" 150 0.012315572530352 0.012315572530352
94 "140" "143" "90" "152" "150" 13 2.8553638639768e-05 2.8553638639768e-05
94 "140" "143" "90" "13" "152" 150 0.00370883235773557 0.00370883235773557
94 "140" "90" "150" "143" "152" 13 0.000306675111257358 0.000306675111257358
94 "140" "90" "150" "152" "143" 13 2.0783561514201e-05 2.0783561514201e-05
94 "140" "90" "150" "13" "143" 152 0.0105230755319075 0.0105230755319075
94 "140" "143" "90" "150" "152" 13 0.0126673002219619 0.0126673002219619
94 "140" "90" "143" "150" "152" 13 0.0127050858765977 0.0127050858765977
