"expNo" "Rank" "isCorrect" "prob" "verifyRank" "verifyIsCorrect" "verifyProb" "match" "jointProb" "computedSeq" "verifySeq"
15 1 TRUE 0.153327070717993 1 TRUE 0.0950933449044626 TRUE 0.014580384018977 "97,137,95,142,91,146,15,148,11,154" "154,11,148,15,146,91,142,95,137,97"
15 1 TRUE 0.153327070717993 2 FALSE 0.0950933449044626 FALSE 0.014580384018977 "97,137,95,142,91,146,15,148,11,154" "154,11,148,15,146,91,142,95,97,137"
15 2 FALSE 0.136290729527105 1 TRUE 0.0950933449044626 FALSE 0.0129603413502018 "97,137,95,142,91,146,15,11,148,154" "154,11,148,15,146,91,142,95,137,97"
15 2 FALSE 0.136290729527105 2 FALSE 0.0950933449044626 FALSE 0.0129603413502018 "97,137,95,142,91,146,15,11,148,154" "154,11,148,15,146,91,142,95,97,137"
"expNo" "Rank" "isCorrect" "prob" "verifyRank" "verifyIsCorrect" "verifyProb" "match" "jointProb" "computedSeq" "verifySeq"
15 1 TRUE 0.153327070717993 1 TRUE 0.0950933449044626 TRUE 0.014580384018977 "97,137,95,142,91,146,15,148,11,154" "154,11,148,15,146,91,142,95,137,97"
15 1 TRUE 0.153327070717993 2 FALSE 0.0950933449044626 FALSE 0.014580384018977 "97,137,95,142,91,146,15,148,11,154" "154,11,148,15,146,91,142,95,97,137"
15 2 FALSE 0.136290729527105 1 TRUE 0.0950933449044626 FALSE 0.0129603413502018 "97,137,95,142,91,146,15,11,148,154" "154,11,148,15,146,91,142,95,137,97"
15 2 FALSE 0.136290729527105 2 FALSE 0.0950933449044626 FALSE 0.0129603413502018 "97,137,95,142,91,146,15,11,148,154" "154,11,148,15,146,91,142,95,97,137"
