359	3	11	-70	31	1427467632	0
359	3	11	-70	31	1427467632	1
359	3	11	-70	31	1427467632	2
363	3	11	-71	31	1427467632	0
363	3	11	-71	31	1427467632	1
363	3	11	-71	31	1427467632	2
2	3	11	-77	31	1427467632	0
2	3	11	-76	31	1427467632	1
2	3	11	-76	31	1427467632	2
5	3	11	-75	31	1427467632	0
5	3	11	-75	31	1427467632	1
5	3	11	-75	31	1427467632	2
4	3	11	-72	31	1427467632	0
4	3	11	-72	31	1427467632	1
4	3	11	-72	31	1427467632	2
356	3	11	-82	31	1427467632	0
356	3	11	-82	31	1427467632	1
356	3	11	-82	31	1427467632	2
334	3	11	-74	31	1427467632	0
334	3	11	-74	31	1427467632	1
334	3	11	-74	31	1427467632	2
369	3	11	-84	31	1427467632	0
369	3	11	-84	31	1427467632	1
369	3	11	-84	31	1427467632	2
365	3	11	-84	31	1427467632	0
365	3	11	-83	31	1427467632	1
365	3	11	-84	31	1427467632	2
333	3	11	-87	31	1427467632	0
333	3	11	-87	31	1427467632	1
333	3	11	-87	31	1427467632	2
3	359	11	-66	31	1427467633	0
3	359	11	-66	31	1427467633	1
3	359	11	-66	31	1427467633	2
363	359	11	-54	31	1427467633	0
363	359	11	-54	31	1427467633	1
363	359	11	-54	31	1427467633	2
2	359	11	-74	31	1427467633	0
2	359	11	-74	31	1427467633	1
2	359	11	-74	31	1427467633	2
5	359	11	-60	31	1427467633	0
5	359	11	-60	31	1427467633	1
5	359	11	-60	31	1427467633	2
4	359	11	-76	31	1427467633	0
4	359	11	-76	31	1427467633	1
4	359	11	-76	31	1427467633	2
356	359	11	-54	31	1427467633	0
356	359	11	-54	31	1427467633	1
356	359	11	-54	31	1427467633	2
334	359	11	-68	31	1427467633	0
334	359	11	-68	31	1427467633	1
334	359	11	-66	31	1427467633	2
369	359	11	-78	31	1427467633	0
369	359	11	-78	31	1427467633	1
369	359	11	-78	31	1427467633	2
365	359	11	-70	31	1427467633	0
365	359	11	-70	31	1427467633	1
365	359	11	-70	31	1427467633	2
333	359	11	-80	31	1427467633	0
333	359	11	-80	31	1427467633	1
333	359	11	-80	31	1427467633	2
368	359	11	-78	31	1427467633	0
368	359	11	-78	31	1427467633	1
368	359	11	-78	31	1427467633	2
3	363	11	-70	31	1427467635	0
3	363	11	-70	31	1427467635	1
3	363	11	-71	31	1427467635	2
359	363	11	-58	31	1427467635	0
359	363	11	-58	31	1427467635	1
359	363	11	-58	31	1427467635	2
2	363	11	-76	31	1427467635	0
2	363	11	-75	31	1427467635	1
2	363	11	-75	31	1427467635	2
5	363	11	-62	31	1427467635	0
5	363	11	-62	31	1427467635	1
5	363	11	-62	31	1427467635	2
4	363	11	-78	31	1427467635	0
4	363	11	-78	31	1427467635	1
4	363	11	-78	31	1427467635	2
356	363	11	-78	31	1427467635	0
356	363	11	-79	31	1427467635	1
356	363	11	-78	31	1427467635	2
334	363	11	-75	31	1427467635	0
334	363	11	-75	31	1427467635	1
334	363	11	-76	31	1427467635	2
369	363	11	-73	31	1427467635	0
369	363	11	-73	31	1427467635	1
369	363	11	-73	31	1427467636	2
365	363	11	-76	31	1427467636	0
365	363	11	-76	31	1427467636	1
365	363	11	-76	31	1427467636	2
333	363	11	-59	31	1427467636	0
333	363	11	-59	31	1427467636	1
333	363	11	-59	31	1427467636	2
368	363	11	-80	31	1427467636	0
368	363	11	-80	31	1427467636	1
3	2	11	-78	31	1427467636	0
3	2	11	-78	31	1427467636	1
3	2	11	-78	31	1427467636	2
359	2	11	-76	31	1427467636	0
359	2	11	-76	31	1427467636	1
359	2	11	-76	31	1427467636	2
363	2	11	-76	31	1427467636	0
363	2	11	-76	31	1427467636	1
363	2	11	-76	31	1427467636	2
5	2	11	-72	31	1427467636	0
5	2	11	-72	31	1427467636	1
5	2	11	-73	31	1427467636	2
4	2	11	-72	31	1427467636	0
