"expNo" "verdict" "rank" "JP1" "JP2" "JP3" "JP4" "JP5" "JP6" "JP7" "JP8" "JP9" "JP10"
430 0 2 1 0.643712574850299 0.299549416019446 0.297688860640443 0.24372187420855 0.24372187420855 0.228489257070516 0.173705283153023 0.0796356598982342 0.0796356598982342
431 1 1 1 0.641176470588235 0.301891055141829 0.300475940820852 0.249207790680796 0.249207790680796 0.233632303763246 0.177355909426114 0.0965099108273155 0.0965099108273155
431 0 2 1 0.641176470588235 0.301891055141829 0.300475940820852 0.249207790680796 0.249207790680796 0.233632303763246 0.177355909426114 0.0808459985987983 0.0808459985987983
432 1 1 1 0.64540059347181 0.295275342339086 0.293432750499217 0.24165050041112 0.24165050041112 0.226547344135425 0.168774525716935 0.0929208062935936 0.0929208062935936
432 0 2 1 0.64540059347181 0.295275342339086 0.293432750499217 0.24165050041112 0.24165050041112 0.226547344135425 0.168774525716935 0.0758537194233417 0.0758537194233417
433 1 1 1 0.636229749631811 0.299402235120852 0.297074068440286 0.243496193926862 0.243496193926862 0.228277681806433 0.173798527876054 0.0963395739480078 0.0963395739480078
433 0 2 1 0.636229749631811 0.299402235120852 0.297074068440286 0.243496193926862 0.243496193926862 0.228277681806433 0.173798527876054 0.0774589539280465 0.0774589539280465
434 1 1 1 0.638888888888889 0.296987087517934 0.288359022284233 0.239942128498024 0.239942128498024 0.224945745466898 0.170512809974908 0.0922285930567292 0.0922285930567292
434 0 2 1 0.638888888888889 0.296987087517934 0.288359022284233 0.239942128498024 0.239942128498024 0.224945745466898 0.170512809974908 0.0782842169181787 0.0782842169181787
435 1 1 1 0.644873699851412 0.295567112431897 0.284770140288266 0.23417221521502 0.23417221521502 0.219536451764082 0.17013257066665 0.092799583999991 0.092799583999991
435 0 2 1 0.644873699851412 0.295567112431897 0.284770140288266 0.23417221521502 0.23417221521502 0.219536451764082 0.17013257066665 0.0773329866666593 0.0773329866666593
436 1 1 1 0.649851632047478 0.304185870320096 0.301356234317119 0.248541224179067 0.248541224179067 0.232983088080221 0.175581457683645 0.0933340494588537 0.0933340494588537
436 0 2 1 0.649851632047478 0.304185870320096 0.301356234317119 0.248541224179067 0.248541224179067 0.232983088080221 0.175581457683645 0.0822474082247911 0.0822474082247911
437 1 1 1 0.641791044776119 0.298904080993633 0.29703884491879 0.250444516304078 0.250444516304078 0.234791734035073 0.177633979539654 0.0975983305662791 0.0975983305662791
437 0 2 1 0.641791044776119 0.298904080993633 0.29703884491879 0.250444516304078 0.250444516304078 0.234791734035073 0.177633979539654 0.0800356489733753 0.0800356489733753
438 1 1 1 0.640350877192982 0.294634377967711 0.292343286381648 0.251864985190343 0.251864985190343 0.236123423615946 0.176837022881207 0.0928135836467153 0.0928135836467153
438 0 2 1 0.640350877192982 0.294634377967711 0.292343286381648 0.251864985190343 0.251864985190343 0.236123423615946 0.176837022881207 0.0840234392344914 0.0840234392344914
439 1 1 1 0.64767616191904 0.301266152130194 0.287613607471725 0.238259793171843 0.238259793171843 0.223368556098603 0.169317272844422 0.092135610009358 0.092135610009358
439 0 2 1 0.64767616191904 0.301266152130194 0.287613607471725 0.238259793171843 0.238259793171843 0.223368556098603 0.169317272844422 0.0771816628350643 0.0771816628350643
440 1 1 1 0.646884272997033 0.295876045319666 0.29358243256525 0.241064754012522 0.241064754012522 0.225998206886739 0.172315348359391 0.0932035671900864 0.0932035671900864
440 0 2 1 0.646884272997033 0.295876045319666 0.29358243256525 0.241064754012522 0.241064754012522 0.225998206886739 0.172315348359391 0.0791117811693042 0.0791117811693042
441 1 1 1 0.636632200886263 0.289698470389461 0.285220905159331 0.240186025397331 0.240186025397331 0.225174398809998 0.169696648378549 0.0910146268193091 0.0910146268193091
441 0 2 1 0.636632200886263 0.289698470389461 0.285220905159331 0.240186025397331 0.240186025397331 0.225174398809998 0.169696648378549 0.07868202155924 0.07868202155924
442 1 1 1 0.640949554896142 0.296244872733737 0.293480534885522 0.243405962909506 0.243405962909506 0.228193090227662 0.173226871413699 0.0954812909755736 0.0954812909755736
442 0 2 1 0.640949554896142 0.296244872733737 0.293480534885522 0.243405962909506 0.243405962909506 0.228193090227662 0.173226871413699 0.0777455804381259 0.0777455804381259
443 1 1 1 0.639586410635155 0.291208337803157 0.287607616470197 0.236430378833588 0.236060956366661 0.221307146593744 0.16759810224497 0.0920609294021667 0.0920609294021667
443 0 2 1 0.639586410635155 0.291208337803157 0.287607616470197 0.236430378833588 0.236060956366661 0.221307146593744 0.16759810224497 0.0755371728428035 0.0755371728428035
444 1 1 1 0.642011834319527 0.288725992529172 0.287372589439192 0.240192015053653 0.240192015053653 0.223678814018714 0.168409339624555 0.090306457479834 0.090306457479834
444 0 2 1 0.642011834319527 0.288725992529172 0.287372589439192 0.240192015053653 0.240192015053653 0.223678814018714 0.168409339624555 0.0781028821447213 0.0781028821447213
445 1 1 1 0.656716417910448 0.304537058661175 0.304061219507017 0.254520602277921 0.254520602277921 0.238164262633102 0.183121855269007 0.0971995771369218 0.0971995771369218
445 0 2 1 0.656716417910448 0.304537058661175 0.304061219507017 0.254520602277921 0.254520602277921 0.238164262633102 0.183121855269007 0.0859222781320856 0.0859222781320856
446 1 1 1 0.644873699851412 0.300760423039944 0.300290484878944 0.247662255570263 0.247662255570263 0.232183364597122 0.178338773398085 0.0968124769875319 0.0968124769875319
446 0 2 1 0.644873699851412 0.300760423039944 0.300290484878944 0.247662255570263 0.247662255570263 0.232183364597122 0.178338773398085 0.0815262964105531 0.0815262964105531
447 1 1 1 0.638518518518518 0.304143684574101 0.301305640861123 0.252591555212918 0.252591555212918 0.23680458301211 0.179156820092252 0.0988885256969877 0.0988885256969877
447 0 2 1 0.638518518518518 0.304143684574101 0.301305640861123 0.252591555212918 0.252591555212918 0.23680458301211 0.179156820092252 0.0802682943952648 0.0802682943952648
448 1 1 1 0.638518518518518 0.299506528110845 0.297177550442797 0.247647958702331 0.247647958702331 0.232169961283435 0.177281027705413 0.0966067797196403 0.0966067797196403
448 0 2 1 0.638518518518518 0.299506528110845 0.297177550442797 0.247647958702331 0.247647958702331 0.232169961283435 0.177281027705413 0.0806742479857729 0.0806742479857729
449 1 1 1 0.644345238095238 0.299760610766046 0.299760610766046 0.245418043902026 0.245418043902026 0.230055412045874 0.175765049321184 0.094837256827977 0.094837256827977
449 0 2 1 0.644345238095238 0.299760610766046 0.299760610766046 0.245418043902026 0.245418043902026 0.230055412045874 0.175765049321184 0.0809277924932071 0.0809277924932071
450 1 1 1 0.648286140089419 0.307472855013839 0.305557136291011 0.251847683973979 0.251847683973979 0.236107203725606 0.18108517099899 0.0974872411166774 0.0974872411166774
450 0 2 1 0.648286140089419 0.307472855013839 0.305557136291011 0.251847683973979 0.251847683973979 0.236107203725606 0.18108517099899 0.0835979298823122 0.0835979298823122
451 1 1 1 0.649331352154532 0.303841638544613 0.303367626628007 0.247647042145312 0.247647042145312 0.23216910201123 0.179121562382551 0.0970027945280866 0.0970027945280866
451 0 2 1 0.649331352154532 0.303841638544613 0.303367626628007 0.247647042145312 0.247647042145312 0.23216910201123 0.179121562382551 0.0821187678544648 0.0821187678544648
452 1 1 1 0.641592920353982 0.302897945231493 0.28589628803977 0.236487328363768 0.236487328363768 0.221683739733799 0.170022927229462 0.0905637362746191 0.0905637362746191
452 0 2 1 0.641592920353982 0.302897945231493 0.28589628803977 0.236487328363768 0.236487328363768 0.221683739733799 0.170022927229462 0.0794591909548429 0.0794591909548429
453 1 1 1 0.64540059347181 0.299650275540483 0.296854160994227 0.240228800804577 0.240228800804577 0.225214500754291 0.170965752397418 0.0916772875174558 0.0916772875174558
453 0 2 1 0.64540059347181 0.299650275540483 0.296854160994227 0.240228800804577 0.240228800804577 0.225214500754291 0.170965752397418 0.0792884648799618 0.0792884648799618
454 1 1 1 0.63782991202346 0.299240145239127 0.296447857725231 0.243775037189617 0.243775037189617 0.228539097365266 0.175928190787045 0.0956405042905253 0.0956405042905253
454 0 2 1 0.63782991202346 0.299240145239127 0.296447857725231 0.243775037189617 0.243775037189617 0.228539097365266 0.175928190787045 0.0802876864965199 0.0802876864965199
455 1 1 1 0.645925925925926 0.298048677248677 0.297582247393828 0.243278917577436 0.243278917577436 0.228073985228846 0.174508603173622 0.0935954572253875 0.0935954572253875
455 0 2 1 0.645925925925926 0.298048677248677 0.297582247393828 0.243278917577436 0.243278917577436 0.228073985228846 0.174508603173622 0.0809131459482346 0.0809131459482346
456 1 1 1 0.641481481481481 0.294012345679012 0.291718957647194 0.239534627980101 0.239534627980101 0.224540285070548 0.172569536597246 0.091598493032556 0.091598493032556
456 0 2 1 0.641481481481481 0.294012345679012 0.291718957647194 0.239534627980101 0.239534627980101 0.224540285070548 0.172569536597246 0.0809710435646904 0.0809710435646904
457 1 1 1 0.642642642642643 0.302313581186821 0.29900702639259 0.24294320894398 0.24294320894398 0.227735496334028 0.174150673667198 0.0935020259486691 0.0935020259486691
457 0 2 1 0.642642642642643 0.302313581186821 0.29900702639259 0.24294320894398 0.24294320894398 0.227735496334028 0.174150673667198 0.0806486477185286 0.0806486477185286
458 1 1 1 0.644677661169415 0.296770878017082 0.293545107603853 0.239628659268451 0.239628659268451 0.224651868064173 0.17179260499025 0.0944738516894342 0.0944738516894342
458 0 2 1 0.644677661169415 0.296770878017082 0.293545107603853 0.239628659268451 0.239628659268451 0.224651868064173 0.17179260499025 0.0773187533008157 0.0773187533008157
459 1 1 1 0.641176470588235 0.294399337199669 0.29211362805992 0.237077727121094 0.237077727121094 0.222260369176026 0.173017053849601 0.0931246191715745 0.0931246191715745
459 0 2 1 0.641176470588235 0.294399337199669 0.29211362805992 0.237077727121094 0.237077727121094 0.222260369176026 0.173017053849601 0.0798924346780265 0.0798924346780265
460 1 1 1 0.63716814159292 0.299735662567521 0.297871055024332 0.242806100165395 0.242806100165395 0.227251334373549 0.174472548135905 0.0939273341628896 0.0939273341628896
460 0 2 1 0.63716814159292 0.299735662567521 0.297871055024332 0.242806100165395 0.242806100165395 0.227251334373549 0.174472548135905 0.0805452139730157 0.0805452139730157
461 1 1 1 0.645739910313901 0.303398134579462 0.301513674116236 0.248305378683959 0.248305378683959 0.232786292516212 0.179066378858624 0.0947844028855768 0.0947844028855768
461 0 2 1 0.645739910313901 0.303398134579462 0.301513674116236 0.248305378683959 0.248305378683959 0.232786292516212 0.179066378858624 0.0842819759730474 0.0842819759730474
462 1 1 1 0.638518518518518 0.291458593424885 0.290098755508439 0.237430753044242 0.237430753044242 0.222591330978977 0.174845154243305 0.0955263553379857 0.0955263553379857
462 0 2 1 0.638518518518518 0.291458593424885 0.290098755508439 0.237430753044242 0.237430753044242 0.222591330978977 0.174845154243305 0.0793187989053196 0.0793187989053196
463 1 1 1 0.640117994100295 0.297622815568807 0.297157779919481 0.243922465455198 0.243922465455198 0.228677311364248 0.17326061985116 0.0943717418763765 0.0943717418763765
463 0 2 1 0.640117994100295 0.297622815568807 0.297157779919481 0.243922465455198 0.243922465455198 0.228677311364248 0.17326061985116 0.0788888779747834 0.0788888779747834
464 1 1 1 0.644345238095238 0.302688199048958 0.302215248737945 0.247427689025218 0.247427689025218 0.231963458461142 0.179417339703923 0.0982100572353865 0.0982100572353865
464 0 2 1 0.644345238095238 0.302688199048958 0.302215248737945 0.247427689025218 0.247427689025218 0.231963458461142 0.179417339703923 0.0812072824685368 0.0812072824685368
465 1 1 1 0.635568513119534 0.29575960511503 0.294377550885521 0.242428571317488 0.242428571317488 0.227276785610145 0.177453346122035 0.0950550675005953 0.0950550675005953
465 0 2 1 0.635568513119534 0.29575960511503 0.294377550885521 0.242428571317488 0.242428571317488 0.227276785610145 0.177453346122035 0.0823982786214398 0.0823982786214398
466 1 1 1 0.638483965014577 0.296213211491911 0.294826878208798 0.242365036645174 0.242365036645174 0.226838526485092 0.174672396507066 0.0942676425593693 0.0942676425593693
466 0 2 1 0.638483965014577 0.296213211491911 0.294826878208798 0.242365036645174 0.242365036645174 0.226838526485092 0.174672396507066 0.0804047539476972 0.0804047539476972
467 1 1 1 0.633720930232558 0.291727057118387 0.290359586538145 0.236339198345001 0.236339198345001 0.221567998448439 0.172736670454555 0.0921597979393108 0.0921597979393108
467 0 2 1 0.633720930232558 0.291727057118387 0.290359586538145 0.236339198345001 0.236339198345001 0.221567998448439 0.172736670454555 0.0805768725152444 0.0805768725152444
468 1 1 1 0.642135642135642 0.299603677041003 0.29588189223304 0.240136028478989 0.240136028478989 0.225127526699052 0.175965642103627 0.0959812593292509 0.0959812593292509
468 0 2 1 0.642135642135642 0.299603677041003 0.29588189223304 0.240136028478989 0.240136028478989 0.225127526699052 0.175965642103627 0.0799843827743759 0.0799843827743759
469 1 1 1 0.657018813314038 0.306483811631513 0.306483811631513 0.254645303432711 0.254645303432711 0.238332088681553 0.184778300897454 0.0981550916233211 0.0981550916233211
469 0 2 1 0.657018813314038 0.306483811631513 0.306483811631513 0.254645303432711 0.254645303432711 0.238332088681553 0.184778300897454 0.0866232092741329 0.0866232092741329
470 1 1 1 0.648367952522255 0.306793088951384 0.30583436054841 0.246073623429755 0.246073623429755 0.230694021965396 0.175125388937235 0.0964173489654438 0.0964173489654438
470 0 2 1 0.648367952522255 0.306793088951384 0.30583436054841 0.246073623429755 0.246073623429755 0.230694021965396 0.175125388937235 0.0787080399717909 0.0787080399717909
471 1 1 1 0.649253731343284 0.294292137638169 0.292000142796751 0.240470705832618 0.240470705832618 0.22544128671808 0.169897781294785 0.0920076809877201 0.0920076809877201
471 0 2 1 0.649253731343284 0.294292137638169 0.292000142796751 0.240470705832618 0.240470705832618 0.22544128671808 0.169897781294785 0.0778901003070646 0.0778901003070646
472 1 1 1 0.639175257731959 0.290860650990386 0.290406181223213 0.23535088492764 0.23535088492764 0.220641454619663 0.166432131717418 0.0899116113875706 0.0899116113875706
472 0 2 1 0.639175257731959 0.290860650990386 0.290406181223213 0.23535088492764 0.23535088492764 0.220641454619663 0.166432131717418 0.0765205203298474 0.0765205203298474
473 1 1 1 0.643916913946588 0.301981236699338 0.294582002722019 0.239776048727225 0.239776048727225 0.2247430676158 0.173756580634305 0.0938684975840498 0.0938684975840498
473 0 2 1 0.643916913946588 0.301981236699338 0.294582002722019 0.239776048727225 0.239776048727225 0.2247430676158 0.173756580634305 0.0798880830502552 0.0798880830502552
474 1 1 1 0.656626506024096 0.325107963233688 0.323085518672358 0.273304970478128 0.273304970478128 0.256223409823245 0.197973511304736 0.10480950598486 0.10480950598486
474 0 2 1 0.656626506024096 0.325107963233688 0.323085518672358 0.273304970478128 0.273304970478128 0.256223409823245 0.197973511304736 0.0931640053198758 0.0931640053198758
475 1 1 1 0.635431918008785 0.300239340667056 0.299302556452807 0.246847469239428 0.246847469239428 0.231419502411964 0.182974757178134 0.0994712556905451 0.0994712556905451
475 0 2 1 0.635431918008785 0.300239340667056 0.299302556452807 0.246847469239428 0.246847469239428 0.231419502411964 0.182974757178134 0.083503501487589 0.083503501487589
476 1 1 1 0.634361233480176 0.292373194201757 0.291459527969876 0.242882939974897 0.242882939974897 0.227702756226466 0.178933840111597 0.0959312928922001 0.0959312928922001
476 0 2 1 0.634361233480176 0.292373194201757 0.291459527969876 0.242882939974897 0.242882939974897 0.227702756226466 0.178933840111597 0.0830025472193968 0.0830025472193968
477 1 1 1 0.638235294117647 0.290106951871658 0.280422046042862 0.231959151822752 0.231959151822752 0.21746170483383 0.167278234487561 0.0886894910390605 0.0886894910390605
477 0 2 1 0.638235294117647 0.290106951871658 0.280422046042862 0.231959151822752 0.231959151822752 0.21746170483383 0.167278234487561 0.0785887434485007 0.0785887434485007
478 1 1 1 0.637037037037037 0.303350970017637 0.284216524216524 0.241153414486748 0.241153414486748 0.226081326081326 0.175916354177224 0.093132187505589 0.093132187505589
478 0 2 1 0.637037037037037 0.303350970017637 0.284216524216524 0.241153414486748 0.241153414486748 0.226081326081326 0.175916354177224 0.0827841666716348 0.0827841666716348
479 1 1 1 0.641901931649331 0.299674949754483 0.298741382932818 0.247478068701743 0.247478068701743 0.232010689407884 0.179343574453275 0.0968867586126888 0.0968867586126888
479 0 2 1 0.641901931649331 0.299674949754483 0.298741382932818 0.247478068701743 0.247478068701743 0.232010689407884 0.179343574453275 0.0824568158405863 0.0824568158405863
480 1 1 1 0.645925925925926 0.300025252525252 0.29676916451335 0.253339530682128 0.253339530682128 0.237481031108912 0.182407882092518 0.0976901429494035 0.0976901429494035
480 0 2 1 0.645925925925926 0.300025252525252 0.29676916451335 0.253339530682128 0.253339530682128 0.237481031108912 0.182407882092518 0.0847177391431141 0.0847177391431141
481 1 1 1 0.650224215246637 0.299960168065067 0.299024254904178 0.247712400512337 0.247712400512337 0.232230375480316 0.181049168290501 0.0987540917948186 0.0987540917948186
481 0 2 1 0.650224215246637 0.299960168065067 0.299024254904178 0.247712400512337 0.247712400512337 0.232230375480316 0.181049168290501 0.0822950764956824 0.0822950764956824
482 1 1 1 0.647147147147147 0.299032881195802 0.297631164565197 0.248766346502254 0.248766346502254 0.233218449845863 0.180813708883474 0.0981560133938861 0.0981560133938861
482 0 2 1 0.647147147147147 0.299032881195802 0.297631164565197 0.248766346502254 0.248766346502254 0.233218449845863 0.180813708883474 0.0826576954895883 0.0826576954895883
483 1 1 1 0.646706586826347 0.298410192238244 0.2956299730559 0.243818534479093 0.243818534479093 0.22857987607415 0.178395422078923 0.0969595660657199 0.0969595660657199
483 0 2 1 0.646706586826347 0.298410192238244 0.2956299730559 0.243818534479093 0.243818534479093 0.22857987607415 0.178395422078923 0.081435856013203 0.081435856013203
484 1 1 1 0.637298091042584 0.296750303262466 0.296750303262466 0.243665938162728 0.243665938162728 0.228436817027558 0.179753560939718 0.0981868668575413 0.0981868668575413
484 0 2 1 0.637298091042584 0.296750303262466 0.296750303262466 0.243665938162728 0.243665938162728 0.228436817027558 0.179753560939718 0.0815666940821762 0.0815666940821762
485 1 1 1 0.64306784660767 0.291334604540491 0.290425604214312 0.238123482225497 0.238123482225497 0.223240764586404 0.173261488932731 0.0931405691950521 0.0931405691950521
485 0 2 1 0.64306784660767 0.291334604540491 0.290425604214312 0.238123482225497 0.238123482225497 0.223240764586404 0.173261488932731 0.0801209197376793 0.0801209197376793
486 1 1 1 0.64306784660767 0.307632177665873 0.305718447167174 0.250295804698271 0.250295804698271 0.234627835703074 0.183192904753151 0.0995898480775357 0.0995898480775357
486 0 2 1 0.64306784660767 0.307632177665873 0.305718447167174 0.250295804698271 0.250295804698271 0.234627835703074 0.183192904753151 0.0836030566756154 0.0836030566756154
487 1 1 1 0.639880952380952 0.295469108323216 0.294548643811305 0.24150401249536 0.24150401249536 0.2264100117144 0.178383645593164 0.0958940984980592 0.0958940984980592
487 0 2 1 0.639880952380952 0.295469108323216 0.294548643811305 0.24150401249536 0.24150401249536 0.2264100117144 0.178383645593164 0.0824895470951047 0.0824895470951047
488 1 1 1 0.638483965014577 0.292858347589331 0.291941733042885 0.246518774578509 0.246518774578509 0.231111351167352 0.179025061575904 0.0953757969967699 0.0953757969967699
488 0 2 1 0.638483965014577 0.292858347589331 0.291941733042885 0.246518774578509 0.246518774578509 0.231111351167352 0.179025061575904 0.0836492645791342 0.0836492645791342
489 1 1 1 0.635431918008785 0.297304039850479 0.294988587826721 0.245458557478401 0.245458557478401 0.230117397636001 0.179941423715369 0.0966110972480493 0.0966110972480493
489 0 2 1 0.635431918008785 0.297304039850479 0.294988587826721 0.245458557478401 0.245458557478401 0.230117397636001 0.179941423715369 0.0833303264673201 0.0833303264673201
490 1 1 1 0.641592920353982 0.296883362582925 0.287818221740699 0.239777028245977 0.239777028245977 0.224790963980603 0.173945388794515 0.0935082147854905 0.0935082147854905
490 0 2 1 0.641592920353982 0.296883362582925 0.287818221740699 0.239777028245977 0.239777028245977 0.224790963980603 0.173945388794515 0.0804371740090241 0.0804371740090241
491 1 1 1 0.637037037037037 0.294496172149803 0.294496172149803 0.240755994750204 0.240755994750204 0.225332563836519 0.175999398972902 0.095080135077315 0.095080135077315
491 0 2 1 0.637037037037037 0.294496172149803 0.294496172149803 0.240755994750204 0.240755994750204 0.225332563836519 0.175999398972902 0.0809192638955873 0.0809192638955873
492 1 1 1 0.638235294117647 0.292118789263278 0.284537080228964 0.234942729465275 0.234942729465275 0.220235829342253 0.171698097838038 0.0926428585457042 0.0926428585457042
492 0 2 1 0.638235294117647 0.292118789263278 0.284537080228964 0.234942729465275 0.234942729465275 0.220235829342253 0.171698097838038 0.0790552392923343 0.0790552392923343
493 1 1 1 0.639824304538799 0.303599351303821 0.302650603330997 0.251460441936733 0.251460441936733 0.235744164315687 0.184341301419786 0.0999504338170225 0.0999504338170225
493 0 2 1 0.639824304538799 0.303599351303821 0.302650603330997 0.251460441936733 0.251460441936733 0.235744164315687 0.184341301419786 0.0843908676027631 0.0843908676027631
494 1 1 1 0.647234678624813 0.304032428287737 0.294164296921365 0.241542531196429 0.241542531196429 0.226446122996652 0.177799603381637 0.0961699432925069 0.0961699432925069
494 0 2 1 0.647234678624813 0.304032428287737 0.294164296921365 0.241542531196429 0.241542531196429 0.226446122996652 0.177799603381637 0.0816296600891306 0.0816296600891306
495 1 1 1 0.63905325443787 0.301049064855075 0.299173369746944 0.246378069203366 0.246378069203366 0.230979439878155 0.181983801116122 0.0987912063201808 0.0987912063201808
495 0 2 1 0.63905325443787 0.301049064855075 0.299173369746944 0.246378069203366 0.246378069203366 0.230979439878155 0.181983801116122 0.0831925947959417 0.0831925947959417
496 1 1 1 0.634897360703812 0.299411823513729 0.297543418998823 0.244317176890529 0.244317176890529 0.229047353334871 0.176975666766914 0.0953730538484522 0.0953730538484522
496 0 2 1 0.634897360703812 0.299411823513729 0.297543418998823 0.244317176890529 0.244317176890529 0.229047353334871 0.176975666766914 0.0816026129184617 0.0816026129184617
497 1 1 1 0.625909752547307 0.294284272859601 0.287062572912126 0.243502243183427 0.243502243183427 0.228259536254887 0.17516805893338 0.0946310203433201 0.0946310203433201
497 0 2 1 0.625909752547307 0.294284272859601 0.287062572912126 0.243502243183427 0.243502243183427 0.228259536254887 0.17516805893338 0.0805370385900597 0.0805370385900597
498 1 1 1 0.628279883381924 0.29004273556404 0.276878920031633 0.225619994603036 0.225619994603036 0.211166213698779 0.162339857953995 0.0868329472777185 0.0868329472777185
498 0 2 1 0.628279883381924 0.29004273556404 0.276878920031633 0.225619994603036 0.225619994603036 0.211166213698779 0.162339857953995 0.0755069106762768 0.0755069106762768
499 1 1 1 0.644542772861357 0.294622223881774 0.292331226806488 0.243247380403615 0.243247380403615 0.228020627326707 0.176894926132378 0.0971676354811654 0.0971676354811654
499 0 2 1 0.644542772861357 0.294622223881774 0.292331226806488 0.243247380403615 0.243247380403615 0.228020627326707 0.176894926132378 0.0797272906512127 0.0797272906512127
500 1 1 1 0.636896046852123 0.300198853029152 0.297401969305278 0.242423730438073 0.242423730438073 0.227272247285693 0.176918515851138 0.0956933722752929 0.0956933722752929
500 0 2 1 0.636896046852123 0.300198853029152 0.297401969305278 0.242423730438073 0.242423730438073 0.227272247285693 0.176918515851138 0.0812251435758455 0.0812251435758455
501 1 1 1 0.632200886262925 0.300877475615217 0.299469312702821 0.24517955425962 0.244795861686443 0.229496120331041 0.175935725925864 0.0957371044211968 0.0957371044211968
501 0 2 1 0.632200886262925 0.300877475615217 0.299469312702821 0.24517955425962 0.244795861686443 0.229496120331041 0.175935725925864 0.0801986215046675 0.0801986215046675
502 1 1 1 0.63103953147877 0.294007054438972 0.291713707680478 0.243820412389653 0.243820412389653 0.2285816366153 0.174541044111536 0.0920401074561571 0.0920401074561571
502 0 2 1 0.63103953147877 0.294007054438972 0.291713707680478 0.243820412389653 0.243820412389653 0.2285816366153 0.174541044111536 0.0825009366553788 0.0825009366553788
503 1 1 1 0.631732168850073 0.287944220608459 0.286598686867298 0.235330300066989 0.235330300066989 0.220622156312802 0.171668514432301 0.0933034293847454 0.0933034293847454
503 0 2 1 0.631732168850073 0.287944220608459 0.286598686867298 0.235330300066989 0.235330300066989 0.220622156312802 0.171668514432301 0.0783650850475552 0.0783650850475552
504 1 1 1 0.642433234421365 0.295245911989393 0.294324707895822 0.240265067670059 0.240265067670059 0.22524850094068 0.172756962373383 0.0950041804331826 0.0950041804331826
504 0 2 1 0.642433234421365 0.295245911989393 0.294324707895822 0.240265067670059 0.240265067670059 0.22524850094068 0.172756962373383 0.0777527819402006 0.0777527819402006
505 1 1 1 0.63582966226138 0.292017274662179 0.290200681973767 0.244310513890566 0.244310513890566 0.229041106772405 0.176833207434578 0.0937241890063208 0.0937241890063208
505 0 2 1 0.63582966226138 0.292017274662179 0.290200681973767 0.244310513890566 0.244310513890566 0.229041106772405 0.176833207434578 0.083109018428257 0.083109018428257
506 1 1 1 0.638235294117647 0.29660727361484 0.286192056373403 0.23568757583692 0.23568757583692 0.220957102347113 0.167733858716056 0.0898918524440935 0.0898918524440935
506 0 2 1 0.638235294117647 0.29660727361484 0.286192056373403 0.23568757583692 0.23568757583692 0.220957102347113 0.167733858716056 0.077842006271963 0.077842006271963
507 1 1 1 0.638766519823789 0.304475696153631 0.298837257335971 0.24940218197935 0.24940218197935 0.233814545605641 0.183887229100376 0.0978581160709604 0.0978581160709604
507 0 2 1 0.638766519823789 0.304475696153631 0.298837257335971 0.24940218197935 0.24940218197935 0.233814545605641 0.183887229100376 0.0860291130294156 0.0860291130294156
508 1 1 1 0.635431918008785 0.300994066425214 0.300053459967635 0.25079095161474 0.25079095161474 0.235116517138819 0.18239980926016 0.0997256747513055 0.0997256747513055
508 0 2 1 0.635431918008785 0.300994066425214 0.300053459967635 0.25079095161474 0.25079095161474 0.235116517138819 0.18239980926016 0.0826741345088543 0.0826741345088543
509 1 1 1 0.633576642335766 0.300542766236196 0.300073168163952 0.251558344568583 0.251558344568583 0.23504982820627 0.18056576698758 0.0980658906915306 0.0980658906915306
509 0 2 1 0.633576642335766 0.300542766236196 0.300073168163952 0.251558344568583 0.251558344568583 0.23504982820627 0.18056576698758 0.0824998762960496 0.0824998762960496
510 1 1 1 0.642647058823529 0.304118072699412 0.303169186357136 0.253773907862476 0.253773907862476 0.237913038621071 0.182658087343692 0.0998668862813955 0.0998668862813955
510 0 2 1 0.642647058823529 0.304118072699412 0.303169186357136 0.253773907862476 0.253773907862476 0.237913038621071 0.182658087343692 0.0827912010622968 0.0827912010622968
511 1 1 1 0.646795827123696 0.300170439107129 0.299233869874346 0.244272546836201 0.244272546836201 0.229005512658938 0.174528430352407 0.0954452353489724 0.0954452353489724
511 0 2 1 0.646795827123696 0.300170439107129 0.299233869874346 0.244272546836201 0.244272546836201 0.229005512658938 0.174528430352407 0.0790831950034343 0.0790831950034343
512 1 1 1 0.637853949329359 0.300431916727972 0.297641527408518 0.245116551983485 0.245116551983485 0.229796767484517 0.17598574240346 0.0944872799300775 0.0944872799300775
512 0 2 1 0.637853949329359 0.300431916727972 0.297641527408518 0.245116551983485 0.245116551983485 0.229796767484517 0.17598574240346 0.0814984624733822 0.0814984624733822
513 1 1 1 0.641063515509601 0.302981027503097 0.294616520608839 0.241913858564443 0.241913858564443 0.226794242404165 0.17643307680324 0.0957779559789019 0.0957779559789019
513 0 2 1 0.641063515509601 0.302981027503097 0.294616520608839 0.241913858564443 0.241913858564443 0.226794242404165 0.17643307680324 0.0806551208243384 0.0806551208243384
514 1 1 1 0.634502923976608 0.293054316582416 0.292138521843096 0.24093898708709 0.24093898708709 0.225856734374283 0.176080212705588 0.0966081844040532 0.0966081844040532
514 0 2 1 0.634502923976608 0.293054316582416 0.292138521843096 0.24093898708709 0.24093898708709 0.225856734374283 0.176080212705588 0.0794720283015348 0.0794720283015348
515 1 1 1 0.64306784660767 0.302088130473927 0.302088130473927 0.251740108728272 0.251740108728272 0.236006351932755 0.181543347640581 0.0965032185695891 0.0965032185695891
