"expNo" "verdict" "P1" "P2" "NP1" "NP2" "NPdiff"
104 1 0.0942669639723082 0.0942669639723082 0.5 0.5 0
105 0 0.0915333367581174 0.0912472950807483 0.500782472613458 0.499217527386542 0.00156494522691691
106 0 0.0906079180473739 0.0900451359477007 0.501557632398754 0.498442367601246 0.00311526479750823
107 0 0.0924776565647571 0.0921886638879923 0.500782472613458 0.499217527386542 0.00156494522691669
108 0 0.0942767433557384 0.0939830463359386 0.500780031201248 0.499219968798752 0.00156006240249607
109 1 0.0940561980335879 0.0940561980335879 0.5 0.5 0
110 0 0.0940795459648335 0.0937855473836934 0.500782472613459 0.499217527386541 0.00156494522691714
111 1 0.0974264089534493 0.0974264089534493 0.5 0.5 0
112 1 0.0952685176499027 0.0952685176499027 0.5 0.5 0
113 1 0.0950766606527718 0.0947795460882319 0.500782472613459 0.499217527386542 0.00156494522691702
114 1 0.0922182604579382 0.0902009860104208 0.505529225908373 0.494470774091627 0.0110584518167456
115 1 0.094546760243137 0.094546760243137 0.5 0.5 0
116 0 0.0918442965477343 0.0912702696943109 0.501567398119122 0.498432601880878 0.00313479623824481
117 1 0.0914484934383247 0.0914484934383247 0.5 0.5 0
118 1 0.0957999606888629 0.0957999606888629 0.5 0.5 0
119 1 0.0892269026766044 0.08894806860574 0.500782472613459 0.499217527386542 0.00156494522691702
120 0 0.0887317435866236 0.0884544568879154 0.500782472613459 0.499217527386542 0.00156494522691702
121 0 0.094083696464921 0.0937896849134681 0.500782472613459 0.499217527386541 0.00156494522691714
122 1 0.0925786739269541 0.0922893655709324 0.500782472613458 0.499217527386542 0.00156494522691686
123 1 0.0920543853514367 0.0920543853514367 0.5 0.5 0
124 1 0.0934731470959864 0.0934731470959864 0.5 0.5 0
125 1 0.0938277272567916 0.0938277272567916 0.5 0.5 0
126 0 0.092074192506318 0.0915023031118689 0.501557632398754 0.498442367601246 0.0031152647975074
127 1 0.0938533675373941 0.0938533675373941 0.5 0.5 0
128 1 0.0910896740826514 0.0910896740826514 0.5 0.5 0
129 0 0.0862515268628369 0.0859819908413906 0.500782472613458 0.499217527386542 0.00156494522691669
130 1 0.0936447365799547 0.0936447365799547 0.5 0.5 0
131 0 0.0935449333754891 0.0932535161375592 0.500780031201248 0.499219968798752 0.00156006240249618
132 1 0.094857009032718 0.094857009032718 0.5 0.5 0
133 0 0.0922721726192604 0.0919838220798252 0.500782472613459 0.499217527386541 0.00156494522691714
134 1 0.0913784804718084 0.0913784804718084 0.5 0.5 0
135 1 0.0947885094319808 0.0947885094319808 0.5 0.5 0
136 0 0.0952517928942628 0.0949541310414682 0.500782472613459 0.499217527386541 0.00156494522691725
137 0 0.0906101884981319 0.0903270316590753 0.500782472613458 0.499217527386542 0.0015649452269168
138 1 0.0949724467849309 0.0949724467849309 0.5 0.5 0
139 1 0.0910453307874576 0.0904780701594984 0.5015625 0.4984375 0.00312499999999988
140 1 0.0920916255415179 0.0918038392117006 0.500782472613459 0.499217527386541 0.0015649452269173
141 0 0.095561961667585 0.0943674371467402 0.50314465408805 0.49685534591195 0.00628930817610057
142 1 0.0940532093365695 0.0937592930573928 0.500782472613458 0.499217527386542 0.00156494522691658
143 1 0.0936070417933638 0.0930219977821553 0.501567398119122 0.498432601880878 0.00313479623824436
144 1 0.0944796072440589 0.0941843584714212 0.500782472613459 0.499217527386541 0.00156494522691714
145 1 0.0942832859869843 0.0942832859869843 0.5 0.5 0
146 0 0.0951239584845028 0.0948266961142387 0.500782472613459 0.499217527386541 0.00156494522691714
147 1 0.0897706023848637 0.0897706023848637 0.5 0.5 0
148 1 0.094361098333586 0.094361098333586 0.5 0.5 0
149 1 0.0946751375852689 0.0946751375852689 0.5 0.5 0
150 1 0.0932510277720816 0.0932510277720816 0.5 0.5 0
151 0 0.0967631630175661 0.0961583932487063 0.501567398119122 0.498432601880878 0.00313479623824459
152 1 0.0926404381058997 0.0923509367368188 0.500782472613458 0.499217527386542 0.00156494522691686
153 1 0.0962338570432477 0.0962338570432477 0.5 0.5 0
154 1 0.0924361783700211 0.0924361783700211 0.5 0.5 0
155 1 0.0926833803964215 0.0926833803964215 0.5 0.5 0
156 1 0.0942287571572555 0.0942287571572555 0.5 0.5 0
157 1 0.0926265543726132 0.0926265543726132 0.5 0.5 0
158 0 0.0956840785843222 0.0953850658387462 0.500782472613459 0.499217527386542 0.00156494522691697
159 0 0.0875958442380559 0.087322107224812 0.500782472613458 0.499217527386542 0.00156494522691691
160 1 0.0882482538335487 0.0882482538335487 0.5 0.5 0
161 1 0.0879121777160042 0.0879121777160042 0.5 0.5 0
162 1 0.0879678463562645 0.0879678463562645 0.5 0.5 0
163 1 0.0944569609595255 0.0941617829565269 0.500782472613459 0.499217527386541 0.00156494522691747
164 1 0.094004754886461 0.094004754886461 0.5 0.5 0
165 0 0.0924865290749348 0.0913340489618515 0.503134796238245 0.496865203761755 0.00626959247648906
166 1 0.0901591982013795 0.0895957032126209 0.501567398119122 0.498432601880878 0.00313479623824442
167 1 0.0927327419917919 0.0927327419917919 0.5 0.5 0
168 1 0.0943760741685963 0.0943760741685963 0.5 0.5 0
169 0 0.0945230958881366 0.0942277112134862 0.500782472613458 0.499217527386542 0.0015649452269168
170 1 0.0945666673538446 0.0945666673538446 0.5 0.5 0
171 1 0.0857793072111855 0.0855112468761506 0.500782472613458 0.499217527386542 0.0015649452269168
172 1 0.0955519146577745 0.0955519146577745 0.5 0.5 0
173 0 0.0881924512134397 0.0841469259284195 0.511737089201878 0.488262910798122 0.023474178403756
174 0 0.0917686082129109 0.0914818313122456 0.500782472613458 0.499217527386542 0.00156494522691675
175 1 0.0947048638958737 0.0947048638958737 0.5 0.5 0
176 0 0.0928271762012496 0.0925370912756207 0.500782472613459 0.499217527386541 0.00156494522691708
177 1 0.0959375631900557 0.0950381485351489 0.502354788069074 0.497645211930926 0.00470957613814776
178 1 0.0955690588764291 0.0955690588764291 0.5 0.5 0
179 1 0.0878195045607143 0.0878195045607143 0.5 0.5 0
180 1 0.0923109132101994 0.0923109132101994 0.5 0.5 0
181 1 0.0923696164125828 0.0923696164125828 0.5 0.5 0
182 1 0.0887786881703627 0.0887786881703627 0.5 0.5 0
183 0 0.0901610614202462 0.0898793081033079 0.500782472613459 0.499217527386541 0.0015649452269173
184 1 0.0897767348638597 0.0897767348638597 0.5 0.5 0
185 1 0.0940766727313776 0.0934886935268065 0.501567398119122 0.498432601880878 0.00313479623824442
186 1 0.0942906996584206 0.0937013827855555 0.501567398119122 0.498432601880878 0.00313479623824436
187 1 0.0941110680217473 0.0941110680217473 0.5 0.5 0
188 0 0.0920473759005841 0.0917588261328707 0.500784929356358 0.499215070643642 0.0015698587127157
189 0 0.0843934674651064 0.0838676514684391 0.5015625 0.4984375 0.00312499999999988
190 1 0.0825542563590686 0.0820382922568244 0.501567398119122 0.498432601880878 0.0031347962382447
191 1 0.0831317355560126 0.0831317355560126 0.5 0.5 0
192 1 0.0863190332977435 0.0863190332977435 0.5 0.5 0
193 0 0.0884197617752323 0.0881434500196847 0.500782472613459 0.499217527386541 0.00156494522691708
194 0 0.0898481653262191 0.0892866142929302 0.501567398119122 0.498432601880878 0.0031347962382447
195 0 0.0883118787593475 0.0880359041382246 0.500782472613458 0.499217527386542 0.00156494522691675
196 1 0.0882317485502726 0.0882317485502726 0.5 0.5 0
197 1 0.0864204095175051 0.0864204095175051 0.5 0.5 0
198 1 0.093582217342864 0.093582217342864 0.5 0.5 0
199 1 0.0996862300716868 0.0949392667349398 0.51219512195122 0.48780487804878 0.0243902439024391
200 1 0.101117449899028 0.100181177214778 0.502325581395348 0.497674418604652 0.00465116279069644
201 1 0.117908402583024 0.117908402583024 0.5 0.5 0
202 1 0.111625372420437 0.111277629827227 0.500780031201248 0.499219968798752 0.00156006240249573
203 0 0.107108192801962 0.10611337986572 0.502332814930018 0.497667185069982 0.00466562986003516
204 0 0.105321761635328 0.100199730674339 0.512461059190032 0.487538940809968 0.0249221183800643
205 1 0.114535043732919 0.103534502809418 0.525222551928784 0.474777448071216 0.0504451038575682
206 0 0.0996817170995945 0.0993711821553591 0.500780031201248 0.499219968798752 0.00156006240249568
207 0 0.102145256967125 0.0883418438634592 0.536231884057972 0.463768115942028 0.0724637681159435
208 1 0.108144696690535 0.107152543509888 0.502304147465438 0.497695852534562 0.00460829493087506
209 0 0.106871698405412 0.104583925045051 0.505409582689337 0.494590417310663 0.0108191653786732
210 1 0.0947714155368689 0.0944752548633161 0.500782472613459 0.499217527386541 0.00156494522691758
211 0 0.102290279982652 0.0908930343021336 0.529498525073747 0.470501474926253 0.0589970501474931
212 0 0.126577297841889 0.0932520970243943 0.575797872340425 0.424202127659575 0.151595744680849
213 0 0.110527644185205 0.0906326682318678 0.54945054945055 0.45054945054945 0.0989010989011005
214 0 0.0943764578530037 0.0848327711038235 0.526627218934911 0.473372781065089 0.0532544378698228
215 0 0.131048612378717 0.102654746363329 0.5607476635514 0.4392523364486 0.121495327102801
216 0 0.0952315404462174 0.08616186992753 0.525 0.475 0.0500000000000002
217 1 0.115414351410362 0.115414351410362 0.5 0.5 0
218 0 0.119795043267325 0.0874014856491199 0.578171091445427 0.421828908554573 0.156342182890855
219 0 0.111158006369367 0.105274992104693 0.513590844062947 0.486409155937053 0.027181688125894
220 0 0.112017641751521 0.111667586621048 0.500782472613457 0.499217527386543 0.0015649452269148
221 1 0.13003002443534 0.0928331714795091 0.583452211126962 0.416547788873038 0.166904422253924
222 1 0.134597665277615 0.0867966252724809 0.607954545454545 0.392045454545455 0.21590909090909
223 0 0.118524858277543 0.113004522412561 0.511921458625527 0.488078541374473 0.0238429172510543
224 1 0.120910871366343 0.0854558038228286 0.585903083700441 0.414096916299559 0.171806167400883
225 1 0.122432381867738 0.0758349827986734 0.617511520737328 0.382488479262672 0.235023041474655
226 1 0.0941733438957804 0.0757689086674172 0.554149085794655 0.445850914205344 0.108298171589311
227 1 0.111874737377411 0.0831291451346041 0.573705179282868 0.426294820717132 0.147410358565736
228 1 0.0906049363656084 0.0906049363656084 0.5 0.5 0
229 1 0.0915924570260746 0.0871689576810653 0.512372634643377 0.487627365356623 0.024745269286754
230 1 0.0850967702761429 0.0841538697744681 0.502785515320334 0.497214484679665 0.00557103064066899
231 1 0.15023864708746 0.0987819104600051 0.603318250377073 0.396681749622926 0.206636500754147
232 1 0.139014777017851 0.0693468633622538 0.667180277349768 0.332819722650232 0.334360554699537
233 1 0.110899829417359 0.075538261577746 0.594834611454323 0.405165388545677 0.189669222908646
234 1 0.110827392266109 0.0627786336720975 0.638384478114585 0.361615521885415 0.276768956229169
235 1 0.103926543959544 0.0711128443651486 0.593732330501313 0.406267669498687 0.187464661002625
236 1 0.102370105767973 0.0655267585229782 0.609720176730485 0.390279823269515 0.21944035346097
237 1 0.158836961019757 0.0913188271720591 0.634952171876043 0.365047828123957 0.269904343752086
238 1 0.106367874783127 0.0617714437042683 0.632617496847419 0.367382503152581 0.265234993694838
239 1 0.139524740207499 0.0770559553930815 0.644215957569974 0.355784042430026 0.288431915139948
240 0 0.104008596688248 0.100913102739193 0.507552870090634 0.492447129909366 0.0151057401812688
241 1 0.107974243525799 0.0962770338105043 0.52863436123348 0.47136563876652 0.0572687224669593
242 1 0.082298056477823 0.0807066575956552 0.504881450488145 0.495118549511855 0.00976290097628973
243 1 0.125071749614213 0.0869817167771572 0.589812332439678 0.410187667560322 0.179624664879357
244 1 0.115475929311312 0.0863095204158469 0.572270842458914 0.427729157541086 0.144541684917827
245 1 0.1122003151489 0.0870251751847426 0.563182527301091 0.436817472698909 0.126365054602183
246 1 0.101198463593077 0.0789291638051857 0.561815336463223 0.438184663536777 0.123630672926446
247 1 0.117927818280646 0.0861305269641368 0.577912254160363 0.422087745839637 0.155824508320726
248 1 0.124825831116556 0.0912402738562575 0.57772055979008 0.42227944020992 0.15544111958016
249 1 0.121170423325033 0.0891176722496589 0.576211520646896 0.423788479353104 0.152423041293792
250 1 0.138050767550965 0.0921488873402693 0.599700149925037 0.400299850074963 0.199400299850074
251 1 0.120316877744397 0.101600918984157 0.542168674698796 0.457831325301204 0.0843373493975927
252 1 0.15061689219732 0.117146471709026 0.562500000000001 0.437499999999999 0.125000000000003
253 1 0.102742711749869 0.08567471055417 0.545293054609773 0.454706945390227 0.090586109219546
254 1 0.11510494918684 0.0962405269589966 0.5446293494705 0.4553706505295 0.0892586989409994
255 1 0.105981473025229 0.103380700681051 0.506211180124225 0.493788819875775 0.0124223602484502
256 1 0.116771127136356 0.10213407777386 0.533432392273403 0.466567607726597 0.0668647845468059
257 1 0.121562768065051 0.0961815307767439 0.558282208588956 0.441717791411044 0.116564417177913
258 0 0.102043649469496 0.0944632640803338 0.519287833827892 0.480712166172108 0.0385756676557845
259 1 0.100284349429726 0.0782775060826475 0.561622464898595 0.438377535101405 0.12324492979719
260 1 0.10191940282484 0.0822206947158373 0.553488372093023 0.446511627906977 0.106976744186046
261 1 0.100466467750645 0.0796485967171489 0.557790477145843 0.442209522854157 0.115580954291686
262 1 0.0868116693960618 0.0788094764070394 0.52415812591508 0.47584187408492 0.0483162518301606
263 1 0.0918864129768386 0.0808188618339701 0.53204172876304 0.46795827123696 0.0640834575260804
264 1 0.0923650700265098 0.0797581384630029 0.536621823617339 0.463378176382661 0.0732436472346785
265 1 0.0920685333448005 0.0813865488130833 0.530791788856305 0.469208211143695 0.0615835777126101
266 1 0.0932430084488996 0.0821056491063921 0.531757754800591 0.468242245199409 0.063515509601182
267 1 0.099800198506035 0.0884340647872921 0.53019145802651 0.46980854197349 0.0603829160530193
268 1 0.0882833686629884 0.0768827969553079 0.534512430754213 0.465487569245787 0.069024861508425
269 1 0.0906211738214873 0.0824982674845473 0.523460410557185 0.476539589442815 0.0469208211143692
270 1 0.0940230488808618 0.0796584164129524 0.541353383458646 0.458646616541354 0.082706766917293
271 1 0.0958516898659126 0.0849903085779905 0.53003003003003 0.46996996996997 0.06006006006006
272 1 0.0917435057795968 0.0847461197455597 0.519823788546256 0.480176211453744 0.0396475770925113
273 0 0.0890012161449525 0.0815844481328732 0.521739130434782 0.478260869565218 0.0434782608695647
274 1 0.0952606933987204 0.094375919156627 0.502332814930016 0.497667185069984 0.00466562986003122
275 1 0.112210444331358 0.112210444331358 0.5 0.5 0
276 1 0.13887717739546 0.124911874640609 0.526470588235295 0.473529411764705 0.0529411764705893
277 1 0.125377812355787 0.112143487718232 0.527859237536656 0.472140762463344 0.0557184750733125
278 1 0.117725022875363 0.109899371065729 0.517189835575486 0.482810164424514 0.0343796711509718
279 1 0.1018883500806 0.0890123497956891 0.533724340175953 0.466275659824047 0.0674486803519057
280 0 0.101728915581738 0.0960298166695957 0.514409221902018 0.485590778097982 0.0288184438040351
281 1 0.104740897402147 0.090193550540738 0.53731343283582 0.46268656716418 0.0746268656716401
282 0 0.0884879031946851 0.0837250982068691 0.513828238719069 0.486171761280931 0.0276564774381373
283 0 0.0888874647684205 0.076391349031746 0.537803138373752 0.462196861626248 0.0756062767475035
284 1 0.0938580377849645 0.0899254384364325 0.510699001426533 0.489300998573467 0.0213980028530669
285 0 0.118427341013717 0.0828991387096018 0.588235294117647 0.411764705882353 0.176470588235295
286 1 0.0894516063705761 0.0782701555742541 0.533333333333333 0.466666666666667 0.0666666666666666
287 1 0.103787320800653 0.0824532604138522 0.557275541795665 0.442724458204335 0.114551083591331
288 0 0.110516103357807 0.0869776086166633 0.559593023255815 0.440406976744185 0.11918604651163
289 0 0.112973366436771 0.0946113041233566 0.544227886056971 0.455772113943029 0.0884557721139422
290 1 0.0954206990685508 0.0772453278173983 0.552631578947368 0.447368421052632 0.105263157894737
291 0 0.112310567853444 0.0905930547326123 0.553516819571865 0.446483180428135 0.107033639143731
292 0 0.0919449403985741 0.0897382618290083 0.506072874493927 0.493927125506073 0.0121457489878544
293 1 0.09456388663885 0.0804576715048779 0.540298507462687 0.459701492537313 0.0805970149253731
294 0 0.118778043871194 0.103721672112874 0.533834586466165 0.466165413533835 0.0676691729323291
295 0 0.109738531582694 0.084344491216451 0.565420560747663 0.434579439252337 0.130841121495326
296 0 0.101691396452468 0.0992483599010578 0.506079027355622 0.493920972644378 0.012158054711244
297 0 0.0849873889208938 0.084548880998383 0.501293256961238 0.498706743038762 0.00258651392247577
298 0 0.113528712818265 0.0959018863543765 0.542082738944365 0.457917261055635 0.0841654778887302
299 1 0.117649028217887 0.108175989582161 0.520974289580514 0.479025710419486 0.0419485791610286
300 1 0.137338825460479 0.119003919290692 0.535762483130904 0.464237516869095 0.071524966261809
301 1 0.135749771822 0.120971948560365 0.528781793842034 0.471218206157966 0.0575635876840678
302 1 0.135684653471484 0.100860020861369 0.573611111111112 0.426388888888888 0.147222222222225
303 1 0.127016320119917 0.125572952845827 0.502857142857143 0.497142857142857 0.00571428571428584
304 1 0.118547822970651 0.0917408244101078 0.56373857765133 0.43626142234867 0.12747715530266
305 0 0.086791770995253 0.0852646430598526 0.504437869822485 0.495562130177515 0.00887573964497074
306 1 0.116521387896542 0.090486636377424 0.562883435582821 0.437116564417179 0.125766871165642
307 1 0.113355677835086 0.111736311008871 0.503597122302157 0.496402877697843 0.00719424460431428
308 1 0.131864873649704 0.109941129375426 0.545333333333332 0.454666666666668 0.0906666666666648
309 1 0.134664810631345 0.110605588880832 0.549046321525885 0.450953678474115 0.0980926430517701
310 0 0.153340998204825 0.0955296793413969 0.616147308781869 0.383852691218131 0.232294617563739
311 0 0.125175938788343 0.0868758381142976 0.590308370044053 0.409691629955947 0.180616740088107
312 1 0.110146323099951 0.102385335564453 0.518258426966292 0.481741573033708 0.0365168539325847
313 1 0.0941318205725495 0.0790214111962749 0.543633056172028 0.456366943827972 0.087266112344056
314 1 0.101019713921967 0.0960563175731995 0.512592592592593 0.487407407407407 0.0251851851851869
315 1 0.105517949764573 0.0823626218995695 0.561622464898596 0.438377535101404 0.123244929797192
316 1 0.0944778855424164 0.0736874873311326 0.561815336463224 0.438184663536776 0.123630672926447
317 1 0.0905584294547723 0.0729290985288658 0.553916439814513 0.446083560185488 0.107832879629025
318 1 0.122474740101633 0.0952581311901587 0.562500000000001 0.437499999999999 0.125000000000001
319 1 0.0931732968211342 0.0724104451618285 0.56269592476489 0.43730407523511 0.125391849529781
320 1 0.0996536844450423 0.077724322129838 0.561815336463224 0.438184663536776 0.123630672926448
321 1 0.106635145845906 0.0844694132824313 0.557993730407523 0.442006269592477 0.115987460815046
322 1 0.101470466789495 0.0791413111450102 0.561815336463223 0.438184663536777 0.123630672926447
323 1 0.0896980209673284 0.0697651274190332 0.5625 0.4375 0.125
324 1 0.0872889294790175 0.0690934906580392 0.558176100628931 0.441823899371069 0.116352201257862
325 1 0.115325437595977 0.0914204449290238 0.5578125 0.4421875 0.115625
326 1 0.116998813459477 0.0935990507675816 0.555555555555556 0.444444444444444 0.111111111111111
327 1 0.113159282901874 0.0891303981375256 0.55939226519337 0.44060773480663 0.11878453038674
328 1 0.10247991678509 0.101362969463181 0.502739726027399 0.497260273972601 0.00547945205479772
329 0 0.102469574626022 0.0989361410182283 0.508771929824561 0.491228070175439 0.017543859649122
330 0 0.101493206519627 0.100043303569346 0.50359712230216 0.49640287769784 0.00719424460431961
331 1 0.107449668429911 0.0952799546022136 0.530014641288434 0.469985358711566 0.0600292825768683
332 1 0.111711828219213 0.0896052659067041 0.554904831625182 0.445095168374818 0.109809663250365
333 1 0.0952459612324964 0.0925629764090458 0.507142857142857 0.492857142857143 0.0142857142857143
334 1 0.116999015137048 0.104818295752917 0.527456647398844 0.472543352601156 0.0549132947976878
335 1 0.117290058556101 0.113358548213438 0.508522727272728 0.491477272727272 0.0170454545454563
