"expNo" "verdict" "rank" "P1" "P2" "P3" "P4" "P5" "P6" "P7" "P8" "P9" "P10"
1 1 1 1 1 1 0.987654320987654 1 0.666666666666667 1 1 0.666666666666667 1
1 0 2 1 1 1 0.987654320987654 1 0.666666666666667 1 1 0.333333333333333 1
2 1 1 1 0.976430976430976 0.92378752886836 0.930232558139535 0.765395894428152 0.675344563552833 0.903614457831325 0.454545454545455 0.937402190923318 1
2 0 2 1 0.976430976430976 0.92378752886836 0.930232558139535 0.765395894428152 0.675344563552833 0.903614457831325 0.545454545454545 0.670868347338936 1
3 1 1 1 0.947040498442368 0.913145539906103 0.921538461538462 0.765051395007342 0.679012345679012 0.934375 0.457983193277311 0.9375 1
3 0 2 1 0.947040498442368 0.913145539906103 0.921538461538462 0.765051395007342 0.679012345679012 0.934375 0.542016806722689 0.657534246575342 1
4 1 1 1 0.965403624382208 0.901376146788991 0.928682170542636 0.764705882352941 0.672782874617737 0.9375 0.457223001402525 0.9375 1
4 0 2 1 0.965403624382208 0.901376146788991 0.928682170542636 0.764705882352941 0.672782874617737 0.9375 0.542776998597475 0.66759388038943 1
5 1 1 1 0.92 0.923076923076923 0.932917316692668 0.765395894428152 0.669710806697108 0.938967136150235 0.453793103448276 0.937402190923318 1
5 0 2 1 0.92 0.923076923076923 0.932917316692668 0.765395894428152 0.669710806697108 0.938967136150235 0.546206896551724 0.661157024793388 1
6 1 1 1 0.948470209339775 0.928735632183908 0.933125972006221 0.764705882352941 0.678461538461538 0.9375 0.458970792767733 0.9375 1
6 0 2 1 0.948470209339775 0.928735632183908 0.933125972006221 0.764705882352941 0.678461538461538 0.9375 0.541029207232267 0.662517289073306 1
7 1 1 1 0.968051118210863 0.933025404157044 0.933125972006221 0.765051395007342 0.670731707317073 0.9375 0.448324022346369 0.9375 1
7 0 2 1 0.968051118210863 0.933025404157044 0.933125972006221 0.765051395007342 0.670731707317073 0.9375 0.551675977653631 0.65843621399177 1
8 1 1 1 0.972602739726027 0.920091324200913 0.920245398773006 0.764705882352941 0.676923076923077 0.9375 0.453793103448276 0.9375 1
8 0 2 1 0.972602739726027 0.920091324200913 0.920245398773006 0.764705882352941 0.676923076923077 0.9375 0.546206896551724 0.674157303370786 1
9 1 1 1 0.949593495934959 0.906178489702517 0.923076923076923 0.764705882352941 0.685358255451713 0.9359375 0.455048409405256 0.9375 1
9 0 2 1 0.949593495934959 0.906178489702517 0.923076923076923 0.764705882352941 0.685358255451713 0.9359375 0.544951590594744 0.664819944598338 1
10 1 1 1 0.949618320610687 0.92018779342723 0.933125972006221 0.764705882352941 0.683229813664596 0.9375 0.457417582417582 0.9375 1
10 0 2 1 0.949618320610687 0.92018779342723 0.933125972006221 0.764705882352941 0.683229813664596 0.9375 0.542582417582418 0.669456066945607 1
11 1 1 1 0.941628264208909 0.930394431554524 0.930232558139535 0.764705882352941 0.683229813664596 0.9375 0.454293628808864 0.937402190923318 1
11 0 2 1 0.941628264208909 0.930394431554524 0.930232558139535 0.764705882352941 0.683229813664596 0.9375 0.545706371191136 0.669456066945607 1
12 1 1 1 0.947049924357035 0.924485125858124 0.918335901386749 0.765395894428152 0.683229813664596 0.9375 0.455418381344307 0.9375 1
12 0 2 1 0.947049924357035 0.924485125858124 0.918335901386749 0.765395894428152 0.683229813664596 0.9375 0.544581618655693 0.668523676880223 1
13 1 1 1 0.933649289099526 0.917431192660551 0.921417565485362 0.765051395007342 0.68062015503876 0.9375 0.45201668984701 0.9375 1
13 0 2 1 0.933649289099526 0.917431192660551 0.921417565485362 0.765051395007342 0.68062015503876 0.9375 0.54798331015299 0.66759388038943 1
14 1 1 1 0.938931297709924 0.90744920993228 0.925696594427245 0.765051395007342 0.685271317829457 0.9375 0.454419889502762 0.9375 1
14 0 2 1 0.938931297709924 0.90744920993228 0.925696594427245 0.765051395007342 0.685271317829457 0.9375 0.545580110497238 0.676056338028169 1
15 1 1 1 0.934010152284264 0.91705069124424 0.933125972006221 0.765739385065886 0.683229813664596 0.9375 0.457063711911357 0.938967136150235 1
15 0 2 1 0.934010152284264 0.91705069124424 0.933125972006221 0.765739385065886 0.683229813664596 0.9375 0.542936288088643 0.679886685552408 1
16 1 1 1 0.942367601246106 0.920481927710843 0.930232558139535 0.761764705882353 0.684782608695652 0.9375 0.453665283540802 0.9375 1
16 0 2 1 0.942367601246106 0.920481927710843 0.930232558139535 0.761764705882353 0.684782608695652 0.9375 0.546334716459198 0.673211781206171 1
17 1 1 1 0.928333333333333 0.913439635535307 0.923076923076923 0.764705882352941 0.684375 0.935837245696401 0.456310679611651 0.9375 1
17 0 2 1 0.928333333333333 0.913439635535307 0.923076923076923 0.764705882352941 0.684375 0.935837245696401 0.543689320388349 0.677009873060649 1
18 1 1 1 0.932601880877743 0.928406466512702 0.924499229583975 0.765395894428152 0.684292379471229 0.9375 0.456551724137931 0.9375 1
18 0 2 1 0.932601880877743 0.928406466512702 0.924499229583975 0.765395894428152 0.684292379471229 0.9375 0.543448275862069 0.672268907563025 1
19 1 1 1 0.902587519025875 0.968824940047962 0.924499229583975 0.764705882352941 0.677966101694915 0.9375 0.458333333333333 0.9375 1
19 0 2 1 0.902587519025875 0.968824940047962 0.924499229583975 0.764705882352941 0.677966101694915 0.9375 0.541666666666667 0.678925035360679 1
20 1 1 1 0.951807228915663 0.90744920993228 0.93167701863354 0.765051395007342 0.678516228748068 0.9375 0.458856345885635 0.9375 1
20 0 2 1 0.951807228915663 0.90744920993228 0.93167701863354 0.765051395007342 0.678516228748068 0.9375 0.541143654114365 0.675105485232067 1
21 1 1 1 0.96969696969697 0.921113689095128 0.927357032457496 0.764705882352941 0.683720930232558 0.9375 0.458333333333333 0.9375 1
21 0 2 1 0.96969696969697 0.921113689095128 0.927357032457496 0.764705882352941 0.683720930232558 0.9375 0.541666666666667 0.66759388038943 1
22 1 1 1 0.942073170731707 0.918072289156627 0.916030534351145 0.760294117647059 0.685358255451713 0.937402190923318 0.458970792767733 0.9375 1
22 0 2 1 0.942073170731707 0.918072289156627 0.916030534351145 0.760294117647059 0.685358255451713 0.937402190923318 0.541029207232267 0.672268907563025 1
23 1 1 1 0.940909090909091 0.932558139534884 0.915902140672783 0.764705882352941 0.677966101694915 0.9359375 0.459197786998617 0.937402190923318 1
23 0 2 1 0.940909090909091 0.932558139534884 0.915902140672783 0.764705882352941 0.677966101694915 0.9359375 0.540802213001383 0.656593406593407 1
24 1 1 1 0.944 0.918552036199095 0.921658986175115 0.766176470588235 0.684867394695788 0.935837245696401 0.456310679611651 0.9375 1
24 0 2 1 0.944 0.918552036199095 0.921658986175115 0.766176470588235 0.684867394695788 0.935837245696401 0.543689320388349 0.658872077028886 1
25 1 1 1 0.962295081967213 0.901345291479821 0.918836140888208 0.764705882352941 0.673312883435583 0.9375 0.457342657342657 0.9375 1
25 0 2 1 0.962295081967213 0.901345291479821 0.918836140888208 0.764705882352941 0.673312883435583 0.9375 0.542657342657343 0.653478854024557 1
26 1 1 1 0.949771689497717 0.894252873563218 0.911179173047473 0.764705882352941 0.679012345679012 0.9375 0.45 0.9375 1
26 0 2 1 0.949771689497717 0.894252873563218 0.911179173047473 0.764705882352941 0.679012345679012 0.9375 0.55 0.652173913043478 1
27 1 1 1 0.950636942675159 0.912844036697248 0.923076923076923 0.765051395007342 0.67175572519084 0.93603744149766 0.455801104972376 0.9375 1
27 0 2 1 0.950636942675159 0.912844036697248 0.923076923076923 0.765051395007342 0.67175572519084 0.93603744149766 0.544198895027624 0.650815217391304 1
28 1 1 1 0.911671924290221 0.915717539863326 0.911854103343465 0.765486725663717 0.671274961597542 0.931570762052877 0.456043956043956 0.9375 1
28 0 2 1 0.911671924290221 0.915717539863326 0.911854103343465 0.765486725663717 0.671274961597542 0.931570762052877 0.543956043956044 0.659340659340659 1
29 1 1 1 0.928462709284627 0.919908466819222 0.910334346504559 0.764705882352941 0.675344563552833 0.93603744149766 0.452282157676349 0.93603744149766 1
29 0 2 1 0.928462709284627 0.919908466819222 0.910334346504559 0.764705882352941 0.675344563552833 0.93603744149766 0.547717842323652 0.666666666666667 1
30 1 1 1 0.936764705882353 0.912832929782082 0.919753086419753 0.763235294117647 0.668188736681887 0.9375 0.458904109589041 0.9375 1
30 0 2 1 0.936764705882353 0.912832929782082 0.919753086419753 0.763235294117647 0.668188736681887 0.9375 0.541095890410959 0.664812239221141 1
31 1 1 1 0.916786226685796 0.930875576036866 0.934579439252336 0.765051395007342 0.659090909090909 0.928792569659443 0.450413223140496 0.9375 1
31 0 2 1 0.916786226685796 0.930875576036866 0.934579439252336 0.765051395007342 0.659090909090909 0.928792569659443 0.549586776859504 0.641711229946524 1
32 1 1 1 0.93128390596745 0.934731934731935 0.913109756097561 0.765051395007342 0.665653495440729 0.894187779433681 0.455922865013774 0.9375 1
32 0 2 1 0.93128390596745 0.934731934731935 0.913109756097561 0.765051395007342 0.665653495440729 0.894187779433681 0.544077134986226 0.654843110504775 1
33 1 1 1 0.92259083728278 0.917620137299771 0.919047619047619 0.76401179941003 0.668702290076336 0.911854103343465 0.454166666666667 0.9375 1
33 0 2 1 0.92259083728278 0.917620137299771 0.919047619047619 0.76401179941003 0.668702290076336 0.911854103343465 0.545833333333333 0.669456066945607 1
34 1 1 1 0.958083832335329 0.924657534246575 0.921538461538462 0.764705882352941 0.667175572519084 0.903614457831325 0.454798331015299 0.9375 1
34 0 2 1 0.958083832335329 0.924657534246575 0.921538461538462 0.764705882352941 0.667175572519084 0.903614457831325 0.545201668984701 0.661602209944751 1
35 1 1 1 0.9184 0.901345291479821 0.912977099236641 0.765051395007342 0.654654654654655 0.915902140672783 0.454419889502762 0.9375 1
35 0 2 1 0.9184 0.901345291479821 0.912977099236641 0.765051395007342 0.654654654654655 0.915902140672783 0.545580110497238 0.651226158038147 1
36 1 1 1 0.938080495356037 0.909502262443439 0.918711656441718 0.764359351988218 0.663141993957704 0.898203592814371 0.454672245467225 0.9375 1
36 0 2 1 0.938080495356037 0.909502262443439 0.918711656441718 0.764359351988218 0.663141993957704 0.898203592814371 0.545327754532775 0.670391061452514 1
37 1 1 1 0.940458015267176 0.934883720930233 0.921658986175115 0.765051395007342 0.658054711246201 0.908952959028832 0.453665283540802 0.9375 1
37 0 2 1 0.940458015267176 0.934883720930233 0.921658986175115 0.765051395007342 0.658054711246201 0.908952959028832 0.546334716459198 0.672268907563025 1
38 1 1 1 0.94794952681388 0.922018348623853 0.913109756097561 0.764705882352941 0.672811059907834 0.902255639097744 0.455307262569832 0.9375 1
38 0 2 1 0.94794952681388 0.922018348623853 0.913109756097561 0.764705882352941 0.672811059907834 0.902255639097744 0.544692737430168 0.670391061452514 1
39 1 1 1 0.933130699088146 0.930555555555556 0.901960784313726 0.765051395007342 0.669218989280245 0.898203592814371 0.458904109589041 0.9375 1
39 0 2 1 0.933130699088146 0.930555555555556 0.901960784313726 0.765051395007342 0.669218989280245 0.898203592814371 0.541095890410959 0.660247592847318 1
40 1 1 1 0.948303715670436 0.922018348623853 0.914634146341463 0.764705882352941 0.667175572519084 0.895522388059702 0.452908587257618 0.9375 1
40 0 2 1 0.948303715670436 0.922018348623853 0.914634146341463 0.764705882352941 0.667175572519084 0.895522388059702 0.547091412742382 0.660689655172414 1
41 1 1 1 0.94578313253012 0.901123595505618 0.925925925925926 0.764705882352941 0.671779141104294 0.895522388059702 0.452646239554318 0.9375 1
