"expNo" "verdict" "rank" "P1" "P2" "P3" "P4" "P5" "P6" "P7" "P8" "P9" "P10"
273 1 2 1 0.626168224299065 0.416302765647744 0.913690476190476 0.814977973568282 1 0.9375 0.937402190923318 0.478260869565217 1
274 1 1 1 0.72 0.416417910447761 0.889400921658986 0.809302325581395 1 0.937402190923318 0.937402190923318 0.502332814930016 1
274 0 2 1 0.72 0.416417910447761 0.889400921658986 0.809302325581395 1 0.937402190923318 0.937402190923318 0.497667185069984 1
275 1 1 1 0.744897959183674 0.491851851851852 0.861150070126227 0.809302325581395 1 0.9375 0.9375 0.5 1
275 0 2 1 0.744897959183674 0.491851851851852 0.861150070126227 0.809302325581395 1 0.9375 0.9375 0.5 1
276 1 1 1 0.697388632872504 0.513909224011713 0.922720247295209 0.909090909090909 1 0.9359375 0.9375 0.526470588235294 1
276 0 2 1 0.697388632872504 0.513909224011713 0.922720247295209 0.909090909090909 1 0.9359375 0.9375 0.473529411764706 1
277 1 1 1 0.692667706708268 0.476539589442815 0.935681470137825 0.875 1 0.9375 0.9375 0.527859237536657 1
277 0 2 1 0.692667706708268 0.476539589442815 0.935681470137825 0.875 1 0.9375 0.9375 0.472140762463343 1
278 1 1 1 0.645550527903469 0.489146164978292 0.951515151515152 0.861702127659574 1 0.937402190923318 0.937888198757764 0.517189835575486 1
278 0 2 1 0.645550527903469 0.489146164978292 0.951515151515152 0.861702127659574 1 0.937402190923318 0.937888198757764 0.482810164424514 1
279 1 1 1 0.68960244648318 0.472809667673716 0.920489296636086 0.83134328358209 1 0.870149253731343 0.879284649776453 0.533724340175953 1
279 0 2 1 0.68960244648318 0.472809667673716 0.920489296636086 0.83134328358209 1 0.870149253731343 0.879284649776453 0.466275659824047 1
280 0 1 1 0.716030534351145 0.448170731707317 0.926905132192846 0.895061728395062 0.998435054773083 0.935736677115988 0.795058139534884 0.514409221902017 1
280 1 2 1 0.716030534351145 0.448170731707317 0.926905132192846 0.895061728395062 0.998435054773083 0.935736677115988 0.795058139534884 0.485590778097983 1
281 1 1 1 0.726717557251908 0.423410404624277 0.883233532934132 0.953703703703704 0.937402190923318 0.93603744149766 0.857142857142857 0.537313432835821 1
281 0 2 1 0.726717557251908 0.423410404624277 0.883233532934132 0.953703703703704 0.937402190923318 0.93603744149766 0.857142857142857 0.462686567164179 1
282 0 1 1 0.665639445300462 0.434301521438451 0.83661119515885 0.9359375 0.941176470588235 0.9375 0.862229102167183 0.513828238719068 1
282 1 2 1 0.665639445300462 0.434301521438451 0.83661119515885 0.9359375 0.941176470588235 0.9375 0.862229102167183 0.486171761280932 1
283 0 1 1 0.678018575851393 0.452722063037249 0.917682926829268 0.795107033639144 0.941807044410414 0.835694050991501 0.937597503900156 0.537803138373752 1
283 1 2 1 0.678018575851393 0.452722063037249 0.917682926829268 0.795107033639144 0.941807044410414 0.835694050991501 0.937597503900156 0.462196861626248 1
284 1 1 1 0.648690292758089 0.486322188449848 0.9328125 0.797546012269939 0.937402190923318 0.902402402402402 0.925696594427245 0.510699001426534 1
284 0 2 1 0.648690292758089 0.486322188449848 0.9328125 0.797546012269939 0.937402190923318 0.902402402402402 0.925696594427245 0.489300998573466 1
285 0 1 1 0.700763358778626 0.511627906976744 0.9 0.826747720364742 0.9375 0.875389408099688 0.919575113808801 0.588235294117647 1
285 1 2 1 0.700763358778626 0.511627906976744 0.9 0.826747720364742 0.9375 0.875389408099688 0.919575113808801 0.411764705882353 1
286 1 1 1 0.698484848484848 0.441631504922644 0.931357254290172 0.878787878787879 0.935837245696401 0.876352395672334 0.810014727540501 0.533333333333333 1
286 0 2 1 0.698484848484848 0.441631504922644 0.931357254290172 0.878787878787879 0.935837245696401 0.876352395672334 0.810014727540501 0.466666666666667 1
287 1 1 1 0.743440233236152 0.469539375928678 0.919629057187017 0.80370942812983 0.937402190923318 0.876352395672334 0.878698224852071 0.557275541795666 1
287 0 2 1 0.743440233236152 0.469539375928678 0.919629057187017 0.80370942812983 0.937402190923318 0.876352395672334 0.878698224852071 0.442724458204334 1
288 0 1 1 0.70750382848392 0.506891271056662 0.934477379095164 0.806201550387597 0.9375 0.896860986547085 0.869362363919129 0.559593023255814 1
288 1 2 1 0.70750382848392 0.506891271056662 0.934477379095164 0.806201550387597 0.9375 0.896860986547085 0.869362363919129 0.440406976744186 1
289 0 1 1 0.701078582434515 0.50521609538003 0.879518072289157 0.811145510835913 0.937402190923318 0.9375 0.934782608695652 0.544227886056971 1
289 1 2 1 0.701078582434515 0.50521609538003 0.879518072289157 0.811145510835913 0.937402190923318 0.9375 0.934782608695652 0.455772113943028 1
290 1 1 1 0.608247422680412 0.456011730205279 0.941265060240964 0.795488721804511 0.995334370139969 0.887573964497041 0.941089837997054 0.552631578947368 1
290 0 2 1 0.608247422680412 0.456011730205279 0.941265060240964 0.795488721804511 0.995334370139969 0.887573964497041 0.941089837997054 0.447368421052632 1
291 0 1 1 0.656626506024096 0.439577039274924 0.932917316692668 0.828869047619048 1 0.9375 0.96969696969697 0.553516819571865 1
291 1 2 1 0.656626506024096 0.439577039274924 0.932917316692668 0.828869047619048 1 0.9375 0.96969696969697 0.446483180428135 1
292 0 1 1 0.714508580343214 0.385281385281385 0.970992366412214 0.745376955903272 0.996884735202492 0.937597503900156 0.975609756097561 0.506072874493927 1
292 1 2 1 0.714508580343214 0.385281385281385 0.970992366412214 0.745376955903272 0.996884735202492 0.937597503900156 0.975609756097561 0.493927125506073 1
293 1 1 1 0.666163141993958 0.441087613293051 0.926677067082683 0.836909871244635 1 0.94047619047619 0.816640986132512 0.540298507462687 1
293 0 2 1 0.666163141993958 0.441087613293051 0.926677067082683 0.836909871244635 1 0.94047619047619 0.816640986132512 0.459701492537313 1
294 0 1 1 0.6875 0.464488636363636 0.928571428571429 0.865116279069767 1 0.89185393258427 0.972519083969466 0.533834586466165 1
294 1 2 1 0.6875 0.464488636363636 0.928571428571429 0.865116279069767 1 0.89185393258427 0.972519083969466 0.466165413533835 1
295 0 1 1 0.634943181818182 0.465465465465465 0.932917316692668 0.818181818181818 1 0.922503725782414 0.932618683001531 0.565420560747664 1
295 1 2 1 0.634943181818182 0.465465465465465 0.932917316692668 0.818181818181818 1 0.922503725782414 0.932618683001531 0.434579439252336 1
296 0 1 1 0.653508771929825 0.437047756874096 0.931782945736434 0.899556868537666 0.896024464831804 0.936746987951807 1 0.506079027355623 1
296 1 2 1 0.653508771929825 0.437047756874096 0.931782945736434 0.899556868537666 0.896024464831804 0.936746987951807 1 0.493920972644377 1
297 0 1 1 0.605222734254992 0.583823529411765 0.719939117199391 0.709375 0.982945736434109 0.884673748103187 0.94383775351014 0.573820395738204 1
297 0 2 1 0.605222734254992 0.416176470588235 0.854517611026034 0.834080717488789 0.982945736434109 0.884673748103187 0.94383775351014 0.573820395738204 1
298 0 1 1 0.649122807017544 0.444602272727273 0.948837209302326 0.871720116618076 0.9359375 0.937402190923318 1 0.542082738944365 1
298 1 2 1 0.649122807017544 0.444602272727273 0.948837209302326 0.871720116618076 0.9359375 0.937402190923318 1 0.457917261055635 1
299 1 1 1 0.729770992366412 0.428571428571429 0.922958397534669 0.834553440702782 1 0.937402190923318 1 0.520974289580514 1
299 0 2 1 0.729770992366412 0.428571428571429 0.922958397534669 0.834553440702782 1 0.937402190923318 1 0.479025710419486 1
300 1 1 1 0.726027397260274 0.485627836611195 0.921212121212121 0.848531684698609 0.996884735202492 0.9359375 0.996884735202492 0.535762483130904 1
300 0 2 1 0.726027397260274 0.485627836611195 0.921212121212121 0.848531684698609 0.996884735202492 0.9359375 0.996884735202492 0.464237516869096 1
301 1 1 1 0.739130434782609 0.483383685800604 0.885542168674699 0.875 0.989147286821705 0.9375 1 0.528781793842035 1
301 0 2 1 0.739130434782609 0.483383685800604 0.885542168674699 0.875 0.989147286821705 0.9375 1 0.471218206157965 1
302 1 1 1 0.689335394126739 0.454545454545455 0.934375 0.891437308868501 1 0.906344410876133 1 0.573611111111111 1
302 0 2 1 0.689335394126739 0.454545454545455 0.934375 0.891437308868501 1 0.906344410876133 1 0.426388888888889 1
303 1 1 1 0.707132018209408 0.476539589442815 0.880239520958084 0.859541984732824 1 0.990712074303406 1 0.502857142857143 1
303 0 2 1 0.707132018209408 0.476539589442815 0.880239520958084 0.859541984732824 1 0.990712074303406 1 0.497142857142857 1
304 1 1 1 0.572901325478645 0.465116279069767 0.936671575846834 0.864329268292683 0.995327102803738 0.928792569659443 0.996879875195008 0.596291012838802 1
304 0 2 1 0.427098674521355 0.7 0.56 0.995327102803738 0.928792569659443 0.996879875195008 0.594594594594595 1 1
305 0 1 1 0.572901325478645 0.470588235294118 0.93205317577548 0.814761215629522 0.961597542242704 0.95800933125972 0.912254160363086 0.504437869822485 1
305 1 2 1 0.572901325478645 0.470588235294118 0.93205317577548 0.814761215629522 0.961597542242704 0.95800933125972 0.912254160363086 0.495562130177515 1
306 1 1 1 0.567760342368046 0.466472303206997 0.925219941348974 0.919504643962848 0.98 0.9375 1 0.562883435582822 1
306 0 2 1 0.567760342368046 0.466472303206997 0.925219941348974 0.919504643962848 0.98 0.9375 1 0.437116564417178 1
307 1 1 1 0.586070959264126 0.469117647058824 0.993769470404984 0.9375 0.985959438377535 0.93730407523511 0.950892857142857 0.503597122302158 1
307 0 2 1 0.586070959264126 0.469117647058824 0.993769470404984 0.9375 0.985959438377535 0.93730407523511 0.950892857142857 0.496402877697842 1
308 1 1 1 0.617862371888726 0.465793304221252 0.990683229813665 0.9375 1 0.93730407523511 0.965151515151515 0.545333333333333 1
308 0 2 1 0.617862371888726 0.465793304221252 0.990683229813665 0.9375 1 0.93730407523511 0.965151515151515 0.454666666666667 1
309 1 1 1 0.692073170731707 0.467836257309941 0.948406676783004 0.905487804878049 1 0.9375 0.940915805022157 0.549046321525886 1
309 0 2 1 0.692073170731707 0.467836257309941 0.948406676783004 0.905487804878049 1 0.9375 0.940915805022157 0.450953678474114 1
310 0 1 1 0.680173661360347 0.474777448071217 0.971036585365854 0.9375 1 0.9375 0.902995720399429 0.61614730878187 1
310 1 2 1 0.680173661360347 0.474777448071217 0.971036585365854 0.9375 1 0.9375 0.902995720399429 0.38385269121813 1
311 0 1 1 0.62316715542522 0.479820627802691 0.922627737226277 0.935837245696401 1 0.939301972685888 0.874432677760968 0.590308370044053 1
311 1 2 1 0.62316715542522 0.479820627802691 0.922627737226277 0.935837245696401 1 0.939301972685888 0.874432677760968 0.409691629955947 1
312 1 1 1 0.596125186289121 0.458966565349544 0.9984375 0.893553223388306 0.989147286821705 0.937402190923318 0.939024390243902 0.518258426966292 1
312 0 2 1 0.596125186289121 0.458966565349544 0.9984375 0.893553223388306 0.989147286821705 0.937402190923318 0.939024390243902 0.481741573033708 1
313 1 1 1 0.555407209612817 0.45360824742268 0.966153846153846 0.868827160493827 0.9421875 0.937402190923318 0.926646706586826 0.543859649122807 1
313 0 2 1 0.391188251001335 0.717696629213483 0.636500754147813 0.9375 0.9359375 0.926646706586826 0.543859649122807 1 1
314 1 1 1 0.715568862275449 0.474150664697194 0.937402190923318 0.873065015479876 0.951367781155015 0.9375 0.795744680851064 0.512592592592593 1
314 0 2 1 0.715568862275449 0.474150664697194 0.937402190923318 0.873065015479876 0.951367781155015 0.9375 0.795744680851064 0.487407407407407 1
315 1 1 1 0.689291101055807 0.462797619047619 0.930722891566265 0.875 0.938461538461538 0.937402190923318 0.822085889570552 0.561622464898596 1
315 0 2 1 0.689291101055807 0.462797619047619 0.930722891566265 0.875 0.938461538461538 0.937402190923318 0.822085889570552 0.438377535101404 1
316 1 1 1 0.601731601731602 0.459940652818991 0.922256097560976 0.798807749627422 1 0.9375 0.879765395894428 0.561815336463224 1
316 0 2 1 0.601731601731602 0.459940652818991 0.922256097560976 0.798807749627422 1 0.9375 0.879765395894428 0.438184663536776 1
317 1 1 1 0.55878084179971 0.381560283687943 0.984375 0.957446808510638 1 0.93603744149766 0.855920114122682 0.5625 1
317 0 2 1 0.44121915820029 0.705109489051095 0.584848484848485 0.889400921658986 0.93603744149766 0.855920114122682 0.5625 1 1
318 1 1 1 0.678125 0.468148148148148 0.956127080181543 0.901515151515151 0.96937212863706 0.9375 0.875549048316252 0.5625 1
318 0 2 1 0.678125 0.468148148148148 0.956127080181543 0.901515151515151 0.96937212863706 0.9375 0.875549048316252 0.4375 1
319 1 1 1 0.589705882352941 0.478723404255319 0.95166163141994 0.896860986547085 1 0.9375 0.733024691358025 0.56269592476489 1
319 0 2 1 0.589705882352941 0.478723404255319 0.95166163141994 0.896860986547085 1 0.9375 0.733024691358025 0.43730407523511 1
320 1 1 1 0.634259259259259 0.470674486803519 0.936746987951807 0.860606060606061 1 0.937402190923318 0.786248131539611 0.561815336463224 1
320 0 2 1 0.634259259259259 0.470674486803519 0.936746987951807 0.860606060606061 1 0.937402190923318 0.786248131539611 0.438184663536776 1
321 1 1 1 0.626153846153846 0.456716417910448 0.929555895865237 0.915820029027576 1 0.9296875 0.844346549192364 0.557993730407524 1
321 0 2 1 0.626153846153846 0.456716417910448 0.929555895865237 0.915820029027576 1 0.9296875 0.844346549192364 0.442006269592476 1
322 1 1 1 0.672256097560976 0.496951219512195 0.929797191887676 0.933021806853583 1 0.9375 0.664731494920174 0.561815336463224 1
322 0 2 1 0.672256097560976 0.496951219512195 0.929797191887676 0.933021806853583 1 0.9375 0.664731494920174 0.438184663536776 1
323 1 1 1 0.641428571428571 0.469788519637462 0.918604651162791 0.8734375 0.944869831546707 0.937402190923318 0.744648318042814 0.5625 1
323 0 2 1 0.641428571428571 0.469788519637462 0.918604651162791 0.8734375 0.944869831546707 0.937402190923318 0.744648318042814 0.4375 1
324 1 1 1 0.592105263157895 0.483180428134557 0.920731707317073 0.88109756097561 1 0.9375 0.718706047819972 0.558176100628931 1
324 0 2 1 0.592105263157895 0.483180428134557 0.920731707317073 0.88109756097561 1 0.9375 0.718706047819972 0.441823899371069 1
325 1 1 1 0.637747336377473 0.500777604976672 0.986089644513138 0.91131498470948 1 0.937402190923318 0.768479776847978 0.5578125 1
325 0 2 1 0.637747336377473 0.500777604976672 0.986089644513138 0.91131498470948 1 0.937402190923318 0.768479776847978 0.4421875 1
326 1 1 1 0.646616541353383 0.493808049535604 0.899709302325581 0.989164086687306 0.967791411042945 0.9359375 0.818181818181818 0.555555555555556 1
326 0 2 1 0.646616541353383 0.493808049535604 0.899709302325581 0.989164086687306 0.967791411042945 0.9359375 0.818181818181818 0.444444444444444 1
327 1 1 1 0.630792227204783 0.508422664624809 0.907575757575758 0.904833836858006 1 0.9375 0.81929347826087 0.55939226519337 1
327 0 2 1 0.630792227204783 0.508422664624809 0.907575757575758 0.904833836858006 1 0.9375 0.81929347826087 0.44060773480663 1
328 1 1 1 0.649175412293853 0.496913580246914 0.910493827160494 0.895348837209302 0.995327102803738 0.937402190923318 0.830790568654646 0.502739726027397 1
328 0 2 1 0.649175412293853 0.496913580246914 0.910493827160494 0.895348837209302 0.995327102803738 0.937402190923318 0.830790568654646 0.497260273972603 1
329 0 1 1 0.644578313253012 0.482706766917293 0.858126721763085 0.922018348623853 1 0.9375 0.872670807453416 0.508771929824561 1
329 1 2 1 0.644578313253012 0.482706766917293 0.858126721763085 0.922018348623853 1 0.9375 0.872670807453416 0.491228070175439 1
330 0 1 1 0.645990922844175 0.493827160493827 0.871977240398293 0.904255319148936 0.998435054773083 0.938095238095238 0.855439642324888 0.503597122302158 1
330 1 2 1 0.645990922844175 0.493827160493827 0.871977240398293 0.904255319148936 0.998435054773083 0.938095238095238 0.855439642324888 0.496402877697842 1
331 1 1 1 0.640601503759399 0.477037037037037 0.908823529411765 0.895052473763118 1 0.9359375 0.871369294605809 0.530014641288433 1
331 0 2 1 0.640601503759399 0.477037037037037 0.908823529411765 0.895052473763118 1 0.9359375 0.871369294605809 0.469985358711567 1
332 1 1 1 0.649096385542169 0.496932515337423 0.888888888888889 0.884322678843227 1 0.9375 0.84692417739628 0.554904831625183 1
332 0 2 1 0.649096385542169 0.496932515337423 0.888888888888889 0.884322678843227 1 0.9375 0.84692417739628 0.445095168374817 1
333 1 1 1 0.646084337349398 0.478390461997019 0.894890510948905 0.931464174454829 0.9375 0.9375 0.829403606102635 0.507142857142857 1
333 0 2 1 0.646084337349398 0.478390461997019 0.894890510948905 0.931464174454829 0.9375 0.9375 0.829403606102635 0.492857142857143 1
334 1 1 1 0.637702503681885 0.488514548238897 0.950301204819277 0.942392909896603 0.9375 0.9375 0.904615384615385 0.527456647398844 1
334 0 2 1 0.637702503681885 0.488514548238897 0.950301204819277 0.942392909896603 0.9375 0.9375 0.904615384615385 0.472543352601156 1
335 1 1 1 0.62962962962963 0.499227202472952 0.938837920489297 0.978461538461538 0.970404984423676 0.937402190923318 0.878120411160059 0.508522727272727 1
335 0 2 1 0.62962962962963 0.499227202472952 0.938837920489297 0.978461538461538 0.970404984423676 0.937402190923318 0.878120411160059 0.491477272727273 1
336 1 1 1 0.637593984962406 0.499219968798752 0.998435054773083 0.836581709145427 1 0.934272300469484 0.733431516936672 0.5609375 1
336 0 2 1 0.637593984962406 0.499219968798752 0.998435054773083 0.836581709145427 1 0.934272300469484 0.733431516936672 0.4390625 1
337 1 1 1 0.647147147147147 0.474926253687316 0.98 0.782106782106782 1 0.9359375 0.710374639769452 0.530102790014684 1
337 0 2 1 0.647147147147147 0.474926253687316 0.98 0.782106782106782 1 0.9359375 0.710374639769452 0.469897209985316 1
338 1 1 1 0.644478063540091 0.475699558173785 0.9375 0.848703170028818 1 0.9375 0.721751412429379 0.538239538239538 1
338 0 2 1 0.644478063540091 0.475699558173785 0.9375 0.848703170028818 1 0.9375 0.721751412429379 0.461760461760462 1
339 1 1 1 0.645801526717557 0.497667185069984 0.927357032457496 0.803763440860215 1 0.9375 0.733532934131736 0.534206695778748 1
339 0 2 1 0.645801526717557 0.497667185069984 0.927357032457496 0.803763440860215 1 0.9375 0.733532934131736 0.465793304221252 1
340 1 1 1 0.628012048192771 0.50077519379845 0.918552036199095 0.802929427430093 0.998432601880878 0.937402190923318 0.755882352941176 0.53019145802651 1
340 0 2 1 0.628012048192771 0.50077519379845 0.918552036199095 0.802929427430093 0.998432601880878 0.937402190923318 0.755882352941176 0.46980854197349 1
341 1 1 1 0.64750378214826 0.502332814930016 0.911854103343465 0.765562913907285 1 0.9375 0.745323741007194 0.543509272467903 1
341 0 2 1 0.64750378214826 0.502332814930016 0.911854103343465 0.765562913907285 1 0.9375 0.745323741007194 0.456490727532097 1
342 1 1 1 0.648318042813456 0.491628614916286 0.964615384615385 0.872670807453416 1 0.9375 0.761904761904762 0.531478770131772 1
342 0 2 1 0.648318042813456 0.491628614916286 0.964615384615385 0.872670807453416 1 0.9375 0.761904761904762 0.468521229868228 1
343 1 1 1 0.641369047619048 0.496894409937888 0.948328267477204 0.860335195530726 1 0.9375 0.800925925925926 0.528023598820059 1
343 0 2 1 0.641369047619048 0.496894409937888 0.948328267477204 0.860335195530726 1 0.9375 0.800925925925926 0.471976401179941 1
344 1 1 1 0.648648648648649 0.501557632398754 0.98159509202454 0.919424460431655 1 0.9375 0.746077032810271 0.528803545051699 1
344 0 2 1 0.648648648648649 0.501557632398754 0.98159509202454 0.919424460431655 1 0.9375 0.746077032810271 0.471196454948301 1
345 1 1 1 0.629737609329446 0.489425981873112 0.939259259259259 0.881057268722467 1 0.9375 0.724186704384724 0.528718703976436 1
345 0 2 1 0.629737609329446 0.489425981873112 0.939259259259259 0.881057268722467 1 0.9375 0.724186704384724 0.471281296023564 1
346 1 1 1 0.651515151515151 0.478645066273932 0.971080669710807 0.802816901408451 0.9984375 0.937402190923318 0.745664739884393 0.533527696793003 1
346 0 2 1 0.651515151515151 0.478645066273932 0.971080669710807 0.802816901408451 0.9984375 0.937402190923318 0.745664739884393 0.466472303206997 1
347 1 1 1 0.650224215246637 0.493957703927492 0.940275650842266 0.886904761904762 1 0.9375 0.723463687150838 0.527407407407407 1
347 0 2 1 0.650224215246637 0.493957703927492 0.940275650842266 0.886904761904762 1 0.9375 0.723463687150838 0.472592592592593 1
348 1 1 1 0.646706586826347 0.454674220963173 0.964451313755796 0.851574212893553 1 0.9375 0.749631811487482 0.53410740203193 1
348 0 2 1 0.646706586826347 0.454674220963173 0.964451313755796 0.851574212893553 1 0.9375 0.749631811487482 0.46589259796807 1
349 1 1 1 0.64540059347181 0.468619246861925 0.9984375 0.827178729689808 1 0.9375 0.752161383285303 0.536231884057971 1
349 0 2 1 0.64540059347181 0.468619246861925 0.9984375 0.827178729689808 1 0.9375 0.752161383285303 0.463768115942029 1
350 1 1 1 0.645015105740181 0.476964769647696 0.938530734632684 0.839339339339339 1 0.9375 0.754002911208151 0.529411764705882 1
350 0 2 1 0.645015105740181 0.476964769647696 0.938530734632684 0.839339339339339 1 0.9375 0.754002911208151 0.470588235294118 1
351 1 1 1 0.653092006033183 0.483687943262411 0.924444444444444 0.832095096582467 1 0.9375 0.742446043165468 0.532163742690059 1
351 0 2 1 0.653092006033183 0.483687943262411 0.924444444444444 0.832095096582467 1 0.9375 0.742446043165468 0.467836257309941 1
352 1 1 1 0.646433990895296 0.472022955523673 0.989096573208723 0.828148148148148 1 0.9359375 0.763235294117647 0.529498525073746 1
352 0 2 1 0.646433990895296 0.472022955523673 0.989096573208723 0.828148148148148 1 0.9359375 0.763235294117647 0.470501474926254 1
353 1 1 1 0.652631578947368 0.472527472527473 0.993769470404984 0.844645550527903 1 0.9375 0.741058655221745 0.53757225433526 1
353 0 2 1 0.652631578947368 0.472527472527473 0.993769470404984 0.844645550527903 1 0.9375 0.741058655221745 0.46242774566474 1
354 1 1 1 0.642965204236006 0.474063400576369 0.990668740279938 0.834575260804769 1 0.9359375 0.752532561505065 0.528023598820059 1
354 0 2 1 0.642965204236006 0.474063400576369 0.990668740279938 0.834575260804769 1 0.9359375 0.752532561505065 0.471976401179941 1
355 1 1 1 0.644345238095238 0.472144846796657 0.998439937597504 0.837070254110613 1 0.9375 0.759124087591241 0.536231884057971 1
355 0 2 1 0.644345238095238 0.472144846796657 0.998439937597504 0.837070254110613 1 0.9375 0.759124087591241 0.463768115942029 1
356 1 1 1 0.645739910313901 0.466476462196862 0.966717095310136 0.838323353293413 1 0.9375 0.756559766763848 0.529411764705882 1
356 0 2 1 0.645739910313901 0.466476462196862 0.966717095310136 0.838323353293413 1 0.9375 0.756559766763848 0.470588235294118 1
357 1 1 1 0.647590361445783 0.470505617977528 0.976993865030675 0.845454545454545 1 0.9375 0.735632183908046 0.531571218795888 1
357 0 2 1 0.647590361445783 0.470505617977528 0.976993865030675 0.845454545454545 1 0.9375 0.735632183908046 0.468428781204112 1
358 1 1 1 0.648203592814371 0.469329529243937 0.996870109546166 0.838323353293413 1 0.9375 0.754360465116279 0.529411764705882 1
358 0 2 1 0.648203592814371 0.469329529243937 0.996870109546166 0.838323353293413 1 0.9375 0.754360465116279 0.470588235294118 1
359 1 1 1 0.648809523809524 0.468838526912181 0.971080669710807 0.830609212481426 1 0.937402190923318 0.760233918128655 0.531478770131772 1
359 0 2 1 0.648809523809524 0.468838526912181 0.971080669710807 0.830609212481426 1 0.937402190923318 0.760233918128655 0.468521229868228 1
360 1 1 1 0.650602409638554 0.484806629834254 0.9984375 0.837070254110613 0.998435054773083 0.9375 0.764705882352941 0.53757225433526 1
360 0 2 1 0.650602409638554 0.484806629834254 0.9984375 0.837070254110613 0.998435054773083 0.9375 0.764705882352941 0.46242774566474 1
361 1 1 1 0.649847094801223 0.455555555555556 0.992199687987519 0.839339339339339 1 0.9375 0.760233918128655 0.528718703976436 1
361 0 2 1 0.649847094801223 0.455555555555556 0.992199687987519 0.839339339339339 1 0.9375 0.760233918128655 0.471281296023564 1
362 1 1 1 0.645925925925926 0.46767537826685 1 0.843373493975904 1 0.9375 0.764359351988218 0.533527696793003 1
362 0 2 1 0.645925925925926 0.46767537826685 1 0.843373493975904 1 0.9375 0.764359351988218 0.466472303206997 1
363 1 1 1 0.646706586826347 0.474412171507607 0.956259426847662 0.834575260804769 1 0.9375 0.762114537444934 0.529411764705882 1
363 0 2 1 0.646706586826347 0.474412171507607 0.956259426847662 0.834575260804769 1 0.9375 0.762114537444934 0.470588235294118 1
364 1 1 1 0.650602409638554 0.476775956284153 0.992248062015504 0.835820895522388 1 0.9375 0.76064610866373 0.529585798816568 1
364 0 2 1 0.650602409638554 0.476775956284153 0.992248062015504 0.835820895522388 1 0.9375 0.76064610866373 0.470414201183432 1
365 1 1 1 0.643387815750372 0.467625899280576 0.995319812792512 0.835820895522388 1 0.9375 0.761346998535871 0.541007194244604 1
365 0 2 1 0.643387815750372 0.467625899280576 0.995319812792512 0.835820895522388 1 0.9375 0.761346998535871 0.458992805755396 1
366 1 1 1 0.645305514157973 0.465638148667602 0.992211838006231 0.843373493975904 1 0.937402190923318 0.761346998535871 0.542203147353362 1
366 0 2 1 0.645305514157973 0.465638148667602 0.992211838006231 0.843373493975904 1 0.937402190923318 0.761346998535871 0.457796852646638 1
367 1 1 1 0.64767616191904 0.466947960618847 0.990668740279938 0.828148148148148 1 0.9375 0.764705882352941 0.545454545454545 1
367 0 2 1 0.64767616191904 0.466947960618847 0.990668740279938 0.828148148148148 1 0.9375 0.764705882352941 0.454545454545455 1
368 1 1 1 0.64381520119225 0.466854724964739 0.993769470404984 0.835082458770615 1 0.9375 0.762463343108504 0.547925608011445 1
368 0 2 1 0.64381520119225 0.466854724964739 0.993769470404984 0.835082458770615 1 0.9375 0.762463343108504 0.452074391988555 1
369 1 1 1 0.648286140089419 0.465444287729196 0.9921875 0.844645550527903 1 0.934375 0.761346998535871 0.539568345323741 1
369 0 2 1 0.648286140089419 0.465444287729196 0.9921875 0.844645550527903 1 0.934375 0.761346998535871 0.460431654676259 1
370 1 1 1 0.653614457831325 0.467902995720399 0.998439937597504 0.824742268041237 1 0.9375 0.765832106038292 0.527941176470588 1
370 0 2 1 0.653614457831325 0.467902995720399 0.998439937597504 0.824742268041237 1 0.9375 0.765832106038292 0.472058823529412 1
371 1 1 1 0.647234678624813 0.472573839662447 0.981538461538462 0.838323353293413 1 0.9375 0.756914119359534 0.534883720930233 1
371 0 2 1 0.647234678624813 0.472573839662447 0.981538461538462 0.838323353293413 1 0.9375 0.756914119359534 0.465116279069767 1
372 1 1 1 0.646539027982327 0.473906911142454 0.97112462006079 0.841867469879518 1 0.9375 0.762463343108504 0.550070521861777 1
372 0 2 1 0.646539027982327 0.473906911142454 0.97112462006079 0.841867469879518 1 0.9375 0.762463343108504 0.449929478138223 1
373 1 1 1 0.646884272997033 0.469153515064562 0.987616099071207 0.832095096582467 1 0.937402190923318 0.759882869692533 0.542203147353362 1
373 0 2 1 0.646884272997033 0.469153515064562 0.987616099071207 0.832095096582467 1 0.937402190923318 0.759882869692533 0.457796852646638 1
374 1 1 1 0.642011834319527 0.471751412429379 0.992199687987519 0.833084947839046 1 0.937205651491366 0.765486725663717 0.544807965860597 1
374 0 2 1 0.642011834319527 0.471751412429379 0.992199687987519 0.833084947839046 1 0.937205651491366 0.765486725663717 0.455192034139403 1
375 1 1 1 0.644444444444444 0.468838526912181 0.993779160186625 0.839580209895052 1 0.9375 0.762463343108504 0.542857142857143 1
375 0 2 1 0.644444444444444 0.468838526912181 0.993779160186625 0.839580209895052 1 0.9375 0.762463343108504 0.457142857142857 1
376 1 1 1 0.64540059347181 0.465346534653465 0.987635239567233 0.845921450151057 1 0.937402190923318 0.756559766763848 0.540889526542324 1
376 0 2 1 0.64540059347181 0.465346534653465 0.987635239567233 0.845921450151057 1 0.937402190923318 0.756559766763848 0.459110473457676 1
377 1 1 1 0.644873699851412 0.465444287729196 0.9984375 0.834328358208955 1 0.938967136150235 0.761346998535871 0.542203147353362 1
