"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.84779299847793 0.425818882466281 0.876588021778584 0.854205607476636 0.856655290102389 1
1 0.84779299847793 0.360308285163776 0.518900343642612 0.733455882352941 0.856655290102389 1
1 0.84779299847793 0.360308285163776 0.518900343642612 0.238970588235294 0.642857142857143 1
1 0.84779299847793 0.360308285163776 0.518900343642612 0.0275735294117647 0.903954802259887 1
1 0.84779299847793 0.425818882466281 0.876588021778584 0.145794392523364 0.642857142857143 1
1 0.84779299847793 0.425818882466281 0.876588021778584 0.145794392523364 0.357142857142857 1
1 0.84779299847793 0.360308285163776 0.518900343642612 0.0275735294117647 0.096045197740113 1
1 0.84779299847793 0.360308285163776 0.518900343642612 0.238970588235294 0.357142857142857 1
1 0.84779299847793 0.360308285163776 0.518900343642612 0.733455882352941 0.143344709897611 1
1 0.84779299847793 0.425818882466281 0.876588021778584 0.854205607476636 0.143344709897611 1
