"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.444283646888567 0.750716332378224 0.856427378964942 0.975700934579439 0.70954356846473 1
1 0.377713458755427 0.995297805642633 0.703549060542798 0.91864406779661 0.914438502673797 1
1 0.377713458755427 0.995297805642633 0.703549060542798 0.0779661016949153 0.710801393728223 1
1 0.377713458755427 0.995297805642633 0.703549060542798 0.00338983050847458 0.968045112781955 1
1 0.444283646888567 0.750716332378224 0.856427378964942 0.0186915887850467 1 1
1 0.444283646888567 0.750716332378224 0.856427378964942 0.00560747663551402 0.949438202247191 1
1 0.444283646888567 0.750716332378224 0.856427378964942 0.00560747663551402 0.050561797752809 1
1 0.377713458755427 0.995297805642633 0.703549060542798 0.00338983050847458 0.0319548872180451 1
1 0.377713458755427 0.995297805642633 0.703549060542798 0.0779661016949153 0.289198606271777 1
1 0.377713458755427 0.995297805642633 0.703549060542798 0.91864406779661 0.0855614973262032 1
1 0.444283646888567 0.750716332378224 0.856427378964942 0.975700934579439 0.29045643153527 1
