"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.441631504922644 0.73568281938326 0.904684975767367 0.987972508591065 0.684326710816777 1
1 0.358649789029536 0.99375 0.742454728370221 0.915032679738562 0.928689883913765 1
1 0.358649789029536 0.99375 0.742454728370221 0.0784313725490196 0.746365105008078 1
1 0.358649789029536 0.99375 0.742454728370221 0.0065359477124183 0.96113074204947 1
1 0.441631504922644 0.73568281938326 0.904684975767367 0.0103092783505155 1 1
1 0.441631504922644 0.73568281938326 0.904684975767367 0.00171821305841924 0.964944649446494 1
1 0.441631504922644 0.73568281938326 0.904684975767367 0.00171821305841924 0.0350553505535055 1
1 0.358649789029536 0.99375 0.742454728370221 0.0065359477124183 0.03886925795053 1
1 0.358649789029536 0.99375 0.742454728370221 0.0784313725490196 0.253634894991922 1
1 0.358649789029536 0.99375 0.742454728370221 0.915032679738562 0.0713101160862355 1
1 0.441631504922644 0.73568281938326 0.904684975767367 0.987972508591065 0.315673289183223 1
