"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.852134146341463 0.36734693877551 0.884615384615385 0.853479853479853 0.880570409982175 1
1 0.852134146341463 0.353741496598639 0.540869565217391 0.790170132325142 0.880570409982175 1
1 0.852134146341463 0.353741496598639 0.540869565217391 0.206049149338374 0.652941176470588 1
1 0.852134146341463 0.353741496598639 0.540869565217391 0.00378071833648393 0.897959183673469 1
1 0.852134146341463 0.36734693877551 0.884615384615385 0.144688644688645 0.652941176470588 1
1 0.852134146341463 0.36734693877551 0.884615384615385 0.00183150183150183 0.897959183673469 1
1 0.852134146341463 0.36734693877551 0.884615384615385 0.00183150183150183 0.102040816326531 1
1 0.852134146341463 0.36734693877551 0.884615384615385 0.144688644688645 0.347058823529412 1
1 0.852134146341463 0.353741496598639 0.540869565217391 0.00378071833648393 0.102040816326531 1
1 0.852134146341463 0.353741496598639 0.540869565217391 0.206049149338374 0.347058823529412 1
1 0.852134146341463 0.353741496598639 0.540869565217391 0.790170132325142 0.119429590017825 1
1 0.852134146341463 0.36734693877551 0.884615384615385 0.853479853479853 0.119429590017825 1
