"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.804733727810651 0.430795847750865 0.602763385146805 0.698653198653199 0.915682967959528 1
1 0.804733727810651 0.397923875432526 0.705985915492958 0.911666666666667 0.915682967959528 1
1 0.804733727810651 0.430795847750865 0.397236614853195 0.905 0.972413793103448 1
1 0.804733727810651 0.430795847750865 0.397236614853195 0.0833333333333333 0.994219653179191 1
1 0.804733727810651 0.430795847750865 0.397236614853195 0.0116666666666667 0.785472972972973 1
1 0.804733727810651 0.397923875432526 0.705985915492958 0.0766666666666667 0.750415973377704 1
1 0.804733727810651 0.397923875432526 0.705985915492958 0.0116666666666667 0.968105065666041 1
1 0.804733727810651 0.430795847750865 0.602763385146805 0.242424242424242 0.750415973377704 1
1 0.804733727810651 0.430795847750865 0.602763385146805 0.0589225589225589 0.968105065666041 1
1 0.804733727810651 0.430795847750865 0.602763385146805 0.0589225589225589 0.0318949343339587 1
1 0.804733727810651 0.430795847750865 0.602763385146805 0.242424242424242 0.249584026622296 1
1 0.804733727810651 0.397923875432526 0.705985915492958 0.0116666666666667 0.0318949343339587 1
1 0.804733727810651 0.397923875432526 0.705985915492958 0.0766666666666667 0.249584026622296 1
1 0.804733727810651 0.430795847750865 0.397236614853195 0.0116666666666667 0.214527027027027 1
1 0.804733727810651 0.430795847750865 0.397236614853195 0.0833333333333333 0.00578034682080925 1
1 0.804733727810651 0.430795847750865 0.397236614853195 0.905 0.0275862068965517 1
1 0.804733727810651 0.397923875432526 0.705985915492958 0.911666666666667 0.0843170320404722 1
1 0.804733727810651 0.430795847750865 0.602763385146805 0.698653198653199 0.0843170320404722 1
