"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
13 "150" "90" "143" "94" "140" 152 0.262072223709618 0.262072223709618
13 "152" "150" "90" "143" "94" 140 0.138535615076275 0.138535615076275
13 "152" "150" "90" "140" "94" 143 0.0173068450718811 0.0173068450718811
13 "152" "150" "90" "94" "140" 143 0.00399058220322246 0.00399058220322246
13 "150" "90" "143" "140" "94" 152 0.101272722728369 0.101272722728369
13 "150" "90" "143" "140" "152" 94 0.00747093856192887 0.00747093856192887
13 "152" "150" "90" "94" "143" 140 0.000817437695259721 0.000817437695259721
13 "152" "150" "90" "140" "143" 94 0.000815691468551771 0.000815691468551771
13 "152" "150" "90" "143" "140" 94 0.0574836577079981 0.0574836577079981
