"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.644409937888199 0.602362204724409 0.894736842105263 0.773071104387292 1 1
1 0.354037267080745 0.749498997995992 0.663780663780664 0.896258503401361 0.774242424242424 1
1 0.354037267080745 0.749498997995992 0.663780663780664 0.086734693877551 0.975460122699387 1
1 0.354037267080745 0.749498997995992 0.663780663780664 0.0170068027210884 0.870639534883721 1
1 0.644409937888199 0.602362204724409 0.894736842105263 0.225416036308623 0.950199203187251 1
1 0.644409937888199 0.602362204724409 0.894736842105263 0.00151285930408472 0.735416666666667 1
1 0.644409937888199 0.602362204724409 0.894736842105263 0.00151285930408472 0.264583333333333 1
1 0.644409937888199 0.602362204724409 0.894736842105263 0.225416036308623 0.049800796812749 1
1 0.354037267080745 0.749498997995992 0.663780663780664 0.0170068027210884 0.129360465116279 1
1 0.354037267080745 0.749498997995992 0.663780663780664 0.086734693877551 0.0245398773006135 1
1 0.354037267080745 0.749498997995992 0.663780663780664 0.896258503401361 0.225757575757576 1
