"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.589018302828619 0.826952526799387 0.833333333333333 0.794435857805255 1 1
1 0.400998336106489 0.872659176029963 0.826952526799387 0.834738617200675 0.794435857805255 1
1 0.400998336106489 0.872659176029963 0.826952526799387 0.124789207419899 0.822358346094946 1
1 0.400998336106489 0.872659176029963 0.826952526799387 0.0404721753794266 0.949056603773585 1
1 0.589018302828619 0.826952526799387 0.833333333333333 0.204018547140649 0.938432835820896 1
1 0.589018302828619 0.826952526799387 0.833333333333333 0.00154559505409583 0.83991683991684 1
1 0.589018302828619 0.826952526799387 0.833333333333333 0.00154559505409583 0.16008316008316 1
1 0.589018302828619 0.826952526799387 0.833333333333333 0.204018547140649 0.0615671641791045 1
1 0.400998336106489 0.872659176029963 0.826952526799387 0.0404721753794266 0.0509433962264151 1
1 0.400998336106489 0.872659176029963 0.826952526799387 0.124789207419899 0.177641653905054 1
1 0.400998336106489 0.872659176029963 0.826952526799387 0.834738617200675 0.205564142194745 1
