"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
13 "150" "90" "143" "94" "140" 152 0.284489558174952 0.284489558174952
13 "152" "150" "90" "143" "94" 140 0.135302105088068 0.135302105088068
13 "152" "150" "90" "140" "94" 143 0.0172460678435143 0.0172460678435143
13 "152" "150" "90" "94" "140" 143 0.00120422581083732 0.00120422581083732
13 "150" "90" "143" "140" "94" 152 0.114291066214579 0.114291066214579
13 "150" "90" "143" "140" "152" 94 0.00483893627118178 0.00483893627118178
13 "152" "150" "90" "94" "143" 140 0.000228310469712653 0.000228310469712653
13 "152" "150" "90" "140" "143" 94 0.000660635663360426 0.000660635663360426
13 "152" "150" "90" "143" "140" 94 0.0566577565056286 0.0566577565056286
