"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
13 "150" "90" "143" "94" "140" 152 0.300956974468545 0.300956974468545
13 "152" "150" "90" "143" "94" 140 0.147597800313532 0.147597800313532
13 "152" "150" "90" "140" "94" 143 0.015049790493288 0.015049790493288
13 "152" "150" "90" "94" "140" 143 0.00278855991775887 0.00278855991775887
13 "150" "90" "143" "140" "94" 152 0.0930345921525678 0.0930345921525678
13 "150" "90" "143" "140" "152" 94 0.00564987401736242 0.00564987401736242
13 "152" "150" "90" "94" "143" 140 0.000514734178367676 0.000514734178367676
13 "152" "150" "90" "140" "143" 94 0.000365581955302542 0.000365581955302542
13 "152" "150" "90" "143" "140" 94 0.0483976493899767 0.0483976493899767
