17	10	11	-44	31	1429199434	0
17	10	11	-44	31	1429199434	1
17	10	11	-44	31	1429199434	2
17	10	11	-44	31	1429199434	3
17	10	11	-44	31	1429199434	4
15	10	11	-55	31	1429199434	0
15	10	11	-55	31	1429199434	1
15	10	11	-54	31	1429199434	2
15	10	11	-56	31	1429199434	3
15	10	11	-56	31	1429199434	4
8	10	11	-40	31	1429199434	0
8	10	11	-40	31	1429199434	1
8	10	11	-40	31	1429199434	2
8	10	11	-40	31	1429199434	3
8	10	11	-40	31	1429199434	4
13	10	11	-66	31	1429199434	0
13	10	11	-67	31	1429199434	1
13	10	11	-67	31	1429199434	2
13	10	11	-66	31	1429199434	3
13	10	11	-66	31	1429199434	4
14	10	11	-59	31	1429199434	0
14	10	11	-60	31	1429199434	1
14	10	11	-59	31	1429199434	2
14	10	11	-59	31	1429199434	3
14	10	11	-59	31	1429199434	4
11	10	11	-51	31	1429199434	0
11	10	11	-51	31	1429199434	1
11	10	11	-48	31	1429199434	2
11	10	11	-51	31	1429199434	3
11	10	11	-50	31	1429199434	4
4	10	11	-60	31	1429199434	0
4	10	11	-60	31	1429199434	1
4	10	11	-59	31	1429199434	2
4	10	11	-60	31	1429199434	3
4	10	11	-54	31	1429199434	4
9	10	11	-60	31	1429199434	0
9	10	11	-60	31	1429199434	1
9	10	11	-60	31	1429199434	2
9	10	11	-60	31	1429199434	3
9	10	11	-60	31	1429199434	4
2	10	11	-62	31	1429199434	0
2	10	11	-62	31	1429199434	1
2	10	11	-62	31	1429199434	2
2	10	11	-62	31	1429199434	3
2	10	11	-62	31	1429199434	4
6	10	11	-76	31	1429199434	0
6	10	11	-76	31	1429199434	1
6	10	11	-77	31	1429199434	2
6	10	11	-77	31	1429199434	3
6	10	11	-76	31	1429199434	4
7	10	11	-61	31	1429199434	0
7	10	11	-62	31	1429199434	1
7	10	11	-62	31	1429199434	2
7	10	11	-61	31	1429199434	3
7	10	11	-64	31	1429199434	4
10	17	11	-44	31	1429199437	0
10	17	11	-43	31	1429199437	1
10	17	11	-44	31	1429199437	2
10	17	11	-43	31	1429199437	3
10	17	11	-43	31	1429199437	4
15	17	11	-60	31	1429199437	0
15	17	11	-60	31	1429199437	1
15	17	11	-60	31	1429199437	2
15	17	11	-60	31	1429199437	3
15	17	11	-60	31	1429199437	4
8	17	11	-41	31	1429199437	0
8	17	11	-41	31	1429199437	1
8	17	11	-41	31	1429199437	2
8	17	11	-41	31	1429199437	3
8	17	11	-41	31	1429199437	4
13	17	11	-59	31	1429199437	0
13	17	11	-59	31	1429199437	1
13	17	11	-59	31	1429199437	2
13	17	11	-59	31	1429199437	3
13	17	11	-59	31	1429199437	4
14	17	11	-76	31	1429199437	0
14	17	11	-76	31	1429199437	1
14	17	11	-76	31	1429199437	2
14	17	11	-76	31	1429199437	4
11	17	11	-43	31	1429199437	0
11	17	11	-44	31	1429199437	1
11	17	11	-43	31	1429199437	2
11	17	11	-43	31	1429199437	3
11	17	11	-43	31	1429199437	4
4	17	11	-58	31	1429199437	0
4	17	11	-58	31	1429199437	1
4	17	11	-58	31	1429199437	2
4	17	11	-58	31	1429199437	3
4	17	11	-58	31	1429199437	4
9	17	11	-33	31	1429199437	0
9	17	11	-33	31	1429199437	1
9	17	11	-33	31	1429199437	2
9	17	11	-33	31	1429199437	3
2	17	11	-54	31	1429199437	0
2	17	11	-60	31	1429199437	2
2	17	11	-61	31	1429199437	3
2	17	11	-53	31	1429199437	4
6	17	11	-60	31	1429199437	0
6	17	11	-60	31	1429199437	1
6	17	11	-60	31	1429199437	2
6	17	11	-60	31	1429199437	3
6	17	11	-60	31	1429199437	4
7	17	11	-68	31	1429199437	0
7	17	11	-68	31	1429199437	1
7	17	11	-69	31	1429199437	2
7	17	11	-68	31	1429199437	3
7	17	11	-69	31	1429199437	4
10	15	11	-53	31	1429199438	0
10	15	11	-53	31	1429199438	1
10	15	11	-52	31	1429199438	2
10	15	11	-53	31	1429199438	3
10	15	11	-51	31	1429199438	4
17	15	11	-59	31	1429199438	0
17	15	11	-60	31	1429199438	1
17	15	11	-60	31	1429199438	2
17	15	11	-59	31	1429199438	3
17	15	11	-59	31	1429199438	4
8	15	11	-56	31	1429199438	0
8	15	11	-56	31	1429199438	1
8	15	11	-56	31	1429199438	2
8	15	11	-56	31	1429199438	3
8	15	11	-56	31	1429199438	4
13	15	11	-53	31	1429199438	0
13	15	11	-53	31	1429199438	1
13	15	11	-53	31	1429199438	2
13	15	11	-53	31	1429199438	3
14	15	11	-39	31	1429199438	0
